Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy
2600,,55,2,apartamentowiec,2,plastikowe,miejskie,,52.2535716,20.9271507,,7,,2019
3800,,54,2,apartamentowiec,9,,miejskie,do zamieszkania,52.23117093,20.97842789,,12,,2019
2400,2400,29,2,,,,,,52.24506468983844,20.980338146032715,350,,,1970
6500,,79.8,3,apartamentowiec,3,drewniane,,,52.238653,21.02213,,3,,2015
2400,2400,45,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,,,530,3,żelbet,2012
5200,,83,3,apartamentowiec,2,drewniane,miejskie,,52.2407105,21.0258064,,,cegła,
6400,,92,3,apartamentowiec,5,drewniane,miejskie,,52.2407105,21.0258064,,6,cegła,2012
2400,2400,29,2,blok,10,plastikowe,miejskie,do zamieszkania,52.24485447783567,20.980338146032715,350,10,wielka płyta,1970
4200,4200,55,2,apartamentowiec,3,plastikowe,miejskie,,52.2413769,21.0251807,,6,cegła,
7140,,110.5,4,kamienica,1,,miejskie,,52.2463123,21.0171602,,,,
7490,22500,93.1,5,kamienica,parter,plastikowe,miejskie,do zamieszkania,52.2257689,21.0260328,,,cegła,
5500,,65.5,2,kamienica,1,drewniane,miejskie,,52.2257689,21.0260328,600,,cegła,
9500,,55,2,,> 10,,miejskie,,52.2348517,21.0007633,,44,inne,2014
11500,,190,3,plomba,5,drewniane,miejskie,,52.2361586,21.020401,,5,cegła,
8500,,108,3,apartamentowiec,5,plastikowe,miejskie,,52.2369921,21.0002648,,15,cegła,
7130,,110,4,kamienica,1,plastikowe,miejskie,,52.2461063,21.0166594,,,cegła,
18500,,126,3,apartamentowiec,> 10,drewniane,miejskie,,52.2348826,20.9918203,1400,12,inne,2009
11500,11500,130,4,apartamentowiec,5,drewniane,miejskie,,52.2030807,20.9960449,,5,cegła,
9000,10000,101,4,apartamentowiec,5,drewniane,miejskie,,52.2030807,20.9960449,600,6,,2014
5990,,73.1,3,apartamentowiec,2,drewniane,miejskie,,52.2251222,20.9782435,,10,cegła,2012
12000,,140,5,apartamentowiec,2,drewniane,miejskie,,52.1845913,21.0332113,,,cegła,2011
6000,,104,4,apartamentowiec,2,drewniane,miejskie,,52.2413769,21.0251807,,6,inne,2007
6190,,83,3,apartamentowiec,,aluminiowe,miejskie,,52.1889914,21.0074343,,,cegła,
3800,,40,2,apartamentowiec,4,drewniane,miejskie,,,,,13,,2019
4000,,46,2,apartamentowiec,4,drewniane,miejskie,,,,,13,,2019
5400,,110,4,apartamentowiec,1,,,,52.17783,21.03266,,4,cegła,2006
8900,20000,136,5,apartamentowiec,parter,plastikowe,gazowe,,52.1719171,21.1072701,,2,cegła,
2600,,34,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.2356955,20.9766731,,12,,2018
2100,,39,2,blok,4,plastikowe,miejskie,do zamieszkania,52.18968855,21.00283717,,8,,1963
3600,3600,48,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2346688,20.9907818,1,8,,1983
9500,,115,4,apartamentowiec,1,,,,52.194516,20.9874,,,,
3300,,33,2,apartamentowiec,7,,miejskie,do zamieszkania,52.2324496,20.97874404,,12,,2019
5000,7000,90,3,kamienica,5,drewniane,miejskie,do zamieszkania,52.21852940337263,20.981619597375488,,5,cegła,1928
2900,2900,50,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2251949,20.9297852,400,6,keramzyt,2017
3900,,66,3,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.2346655,20.9907518,,17,cegła,2010
7500,12000,63,2,,> 10,,miejskie,,52.2310961,21.0034582,2270,52,inne,2017
18000,,252,6,apartamentowiec,4,,,do zamieszkania,52.20049175,21.00550131,,6,,2007
5990,6000,78.5,3,apartamentowiec,3,drewniane,miejskie,,52.2382627,21.0225347,,3,cegła,2015
7890,,132.5,4,apartamentowiec,2,drewniane,miejskie,,52.1869021,21.0300949,,4,,2002
5100,,60,2,kamienica,3,,,,52.2260345,21.0114119,,5,cegła,
3500,,45,2,kamienica,4,,miejskie,,52.22825,20.99573,,4,,1911
9000,,104,3,apartamentowiec,2,drewniane,miejskie,,52.2026787,21.0176207,,,,2018
3000,,68,3,blok,1,,miejskie,,52.23834,20.93713,,12,,1980
3000,,46.5,2,apartamentowiec,2,,miejskie,,52.22387,20.96994,,6,,2018
6300,,95,3,,,,,,52.1733134,20.9998,,,,
1860,,31,1,kamienica,7,,miejskie,do zamieszkania,,,,9,cegła,
2820,,47,2,kamienica,7,,miejskie,do zamieszkania,,,,9,cegła,
2500,2500,39,2,blok,7,,,do zamieszkania,52.2324848,21.0154872,,10,,
6500,,92,3,apartamentowiec,3,,miejskie,,52.21606,21.02134,,5,cegła,2000
3000,3000,70,3,kamienica,3,plastikowe,miejskie,do zamieszkania,,,,3,cegła,1912
2400,,47,2,apartamentowiec,5,,,,52.18125,21.02825,,12,,
3500,,71,3,apartamentowiec,1,,miejskie,do zamieszkania,,,,4,,2011
3150,,45,2,apartamentowiec,5,,miejskie,do zamieszkania,,,,8,,2017
3300,,78,3,,parter,,miejskie,do zamieszkania,52.2462625,21.0560374,,6,,2003
2500,,41,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.23133655,21.07402709,,2,,2017
3100,,51,2,,1,,,,52.19482,21.0667,,5,,
9990,,103,2,,> 10,,,,52.2311348,21.0024676,,52,,2013
3600,,55,3,blok,> 10,,miejskie,,52.22415,20.95659,,14,,2019
2900,,42,2,apartamentowiec,3,,miejskie,,52.20135,20.94944,,5,,2012
2650,2650,50,2,kamienica,2,plastikowe,miejskie,do zamieszkania,52.2005721,21.029504,1,4,cegła,1959
3800,,54,2,blok,9,,miejskie,,52.2356955,20.9766731,,12,,2018
3300,,50,3,,7,,,,,,,8,,2010
2600,2600,40,2,apartamentowiec,7,drewniane,miejskie,,52.231297,20.9689736,400,15,inne,2019
8000,,86,3,kamienica,3,,miejskie,,52.24564,21.00232,,3,cegła,1958
2900,,40,2,apartamentowiec,5,,miejskie,,52.1856,21.0015,,8,cegła,2017
8500,,110,4,apartamentowiec,1,,miejskie,,52.22319,21.01628,,7,,2009
5800,,62,3,apartamentowiec,1,,,,52.19006,21.03872,,2,,
7800,,148.5,4,apartamentowiec,> 10,,miejskie,,52.25483,20.98375,,12,,2002
9900,,97.7,3,apartamentowiec,2,,miejskie,,52.24297,21.0261,,5,,2011
4300,,75,2,kamienica,4,,gazowe,,52.20582,21.00492,,4,,1938
3900,,84,2,,4,,,,52.21754,20.97553,,4,,2007
8500,,95,3,apartamentowiec,5,,,,52.23247,21.03881,,6,,2017
9000,,160,6,,6,,,,52.19247,21.01039,,6,,
5100,,69,3,,1,,,,52.20082,21.00562,,6,,2008
9000,,125,4,,3,,,,52.21891,20.9977,,4,,1932
16000,,231,6,,3,,,,52.19657,20.98757,,3,,
4500,,54,3,,7,,,,52.22901,20.9937,,11,,1966
5500,,120,4,,3,,,,52.23324,21.0005,,8,,2011
9000,,160,4,,8,,,,52.18696,21.02186,,12,,2000
5600,,110,4,,parter,,,,52.17813,21.03286,,4,,
8500,,115,3,,parter,,,,52.17353,21.08406,,2,,
6000,,110,3,,2,,,,52.22911,21.0523,,2,,
12000,,140,5,,parter,,,,52.1844,21.03184,,2,,2011
4500,,54,2,apartamentowiec,5,,miejskie,,52.23218,20.97748,,12,cegła,2019
6900,,118,4,,2,,,,52.17033,21.08932,,2,,
9500,,154,5,,4,,,,52.21723,21.02411,,5,cegła,1931
6500,,78,3,,3,,,,52.23826,21.02253,,3,,
6900,,125,3,,parter,,,,52.2183,20.99998,,1,,1935
7500,,130,4,,5,,,,52.23758,21.00289,,9,,
2700,2700,56,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.19155932923658,21.025218084716798,,6,cegła,2009
1800,1800,46,2,blok,6,plastikowe,miejskie,do zamieszkania,52.2491958,21.077426,460,8,cegła,1961
2800,,47,2,,2,,,,52.2425289,21.0878788,,,,2017
2580,,38,1,kamienica,2,plastikowe,miejskie,do zamieszkania,52.2465419,20.99603943,,5,cegła,1958
2100,,54,2,,4,,,,52.1798428,21.0541827,,6,,2013
2200,2200,37,1,blok,1,plastikowe,,,,,,5,cegła,1959
2500,,45,2,blok,4,,miejskie,,52.2336803,21.0951293,400,4,,2018
3200,,40,2,,8,,,,,,,8,,2018
3100,,36,1,apartamentowiec,8,,miejskie,do zamieszkania,52.2324496,20.97874404,,11,,2019
3500,,39,2,apartamentowiec,2,,,,52.26086,20.98166,,6,cegła,2013
2300,,30,2,blok,2,,miejskie,,52.2431776,20.99404275,,3,,1955
3400,,44,2,apartamentowiec,6,,,,,,,7,,2019
7000,,80,3,apartamentowiec,,,miejskie,do zamieszkania,,,,5,,2011
10000,,110,3,apartamentowiec,> 10,,,,,,,19,,
5500,,67,3,apartamentowiec,6,,,do zamieszkania,,,,6,,2018
5000,,70,2,kamienica,,,,do zamieszkania,,,800,5,cegła,1935
1550,,17,1,,1,,,,52.273319,20.963189,,4,,1976
3700,,64.55,2,kamienica,4,drewniane,miejskie,do zamieszkania,52.23579305,21.03037205,,5,cegła,1936
6300,6300,95,3,apartamentowiec,4,drewniane,miejskie,do zamieszkania,,,500,5,cegła,2006
3500,7000,42,2,blok,1,drewniane,miejskie,do zamieszkania,52.2366453,20.9920636,,5,cegła,2019
4600,,72,3,apartamentowiec,3,drewniane,,,52.2317811,20.9946322,,8,,2011
14000,,172,4,apartamentowiec,1,drewniane,,,52.2058972,20.9960626,,3,,2009
4250,4250,101,4,,8,drewniane,,,,,,8,,2006
5000,,73,3,kamienica,3,drewniane,,,,,,5,,1936
4500,,57.8,3,apartamentowiec,5,,,do zamieszkania,,,,6,,2018
2400,,65,3,blok,3,plastikowe,miejskie,do zamieszkania,,,,4,cegła,1970
2400,2400,65,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2406889,20.9800075,,6,cegła,
3000,3000,60.6,2,,3,plastikowe,,do zamieszkania,52.2323,20.96565,,10,,2000
2800,,70,3,,10,,,,,,,12,,1980
6899,,67,3,kamienica,1,,,,52.22812,21.01264,,6,cegła,2014
2999,,54,2,apartamentowiec,4,drewniane,miejskie,,,,,6,,2008
6900,,154,4,apartamentowiec,3,,miejskie,do zamieszkania,52.2070631,21.0011703,,10,cegła,2001
3000,,76.5,3,apartamentowiec,2,,miejskie,do zamieszkania,52.2770731,20.9138812,,10,,2000
3200,3500,47,2,blok,5,plastikowe,miejskie,do zamieszkania,52.234971865531094,21.00578164177246,,6,cegła,1961
3000,3000,73,2,blok,> 10,plastikowe,miejskie,do zamieszkania,52.2447177,20.9774473,,10,cegła,1998
1500,,18,1,,1,,,,52.2391688,21.0891741,,4,,
1600,,35,2,,5,,,,52.144371,21.034902,,8,,
4250,,100,4,blok,8,,,,52.14273,21.05424,,8,cegła,2006
2500,2500,44.1,2,blok,2,plastikowe,,,52.206999,21.04693,,5,,1955
2300,,34,2,apartamentowiec,parter,,miejskie,,52.20915,21.0659,,4,cegła,2014
3800,4100,60,4,blok,1,plastikowe,miejskie,do zamieszkania,52.2346688,20.9907818,1,10,wielka płyta,1976
4900,,51,2,kamienica,3,drewniane,miejskie,,52.2193496,21.0251527,,,cegła,1955
2450,,53,2,apartamentowiec,3,,miejskie,do zamieszkania,52.16415723,21.0723052,500,4,,2008
2100,,48,2,apartamentowiec,3,,miejskie,do zamieszkania,52.16231275,21.07865155,500,3,,
2590,3900,40,1,blok,1,,,do zamieszkania,52.252105,20.9889541,,4,,
1850,,42,2,,3,,,,52.2013801,21.0024367,,3,,1960
3800,3000,77,4,blok,7,plastikowe,miejskie,do zamieszkania,52.1764506,20.9935391,,9,cegła,2017
2700,2700,30,1,kamienica,5,,miejskie,do zamieszkania,52.2409601,21.0241443,,5,cegła,1920
8500,,112,3,,> 10,,miejskie,do zamieszkania,52.2544982,20.984053,,25,,2002
9500,,215,4,kamienica,3,drewniane,miejskie,do zamieszkania,52.24890737794175,21.010825839920045,1500,3,cegła,
4300,4300,69,3,apartamentowiec,1,drewniane,miejskie,do wykończenia,52.201678,20.9153891,,3,beton,2019
2900,2900,72,3,blok,1,,,do zamieszkania,52.1893212,20.906094,,6,,
6500,,78,3,apartamentowiec,3,,miejskie,,52.23869,21.02231,,3,cegła,2014
2700,2700,45,2,apartamentowiec,7,plastikowe,miejskie,do zamieszkania,52.2050359,21.0455802,,10,,2006
2700,,41,2,,1,,,,,,,3,,1970
4300,,75,3,apartamentowiec,6,,miejskie,do zamieszkania,52.2296756,21.0122287,,6,cegła,2005
1400,1400,33,1,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.3458951,20.9434765,,6,cegła,
7000,,102,4,blok,1,,,,52.27056,20.97512,,7,cegła,2006
1700,2000,38.64,2,blok,2,,,do zamieszkania,52.340978743688,20.945311441833496,350,3,,2014
2600,,29.2,1,blok,7,,miejskie,do zamieszkania,52.2227201,21.0112698,,7,cegła,1960
2450,,50,2,,4,plastikowe,,,,,,6,,1950
8500,,131,4,apartamentowiec,3,drewniane,miejskie,,52.2146862,21.0463924,,5,cegła,2003
14000,,243,6,apartamentowiec,10,drewniane,miejskie,,52.2349979,20.9923713,,10,cegła,2004
8000,,135,4,apartamentowiec,5,drewniane,miejskie,,52.1940842,21.0072189,,7,cegła,2001
7900,,123,4,,2,,,,52.208906,21.002461,,7,,2008
5280,,74.7,3,,3,,miejskie,,52.2434471,20.9986629,,,inne,
9500,,190.1,4,kamienica,3,drewniane,miejskie,,52.2488517,21.0103011,,3,cegła,
16000,,231.3,5,apartamentowiec,3,drewniane,miejskie,,52.1965656,20.9875748,,3,inne,2006
7490,7500,99.6,3,apartamentowiec,3,drewniane,miejskie,,52.160438,21.0783996,,4,,2009
6490,,63,2,apartamentowiec,9,drewniane,miejskie,,52.1889914,21.0074343,,10,inne,2014
9980,,100.5,3,apartamentowiec,2,drewniane,miejskie,,52.2414352,21.0280864,,5,cegła,2012
6500,,162,5,apartamentowiec,1,plastikowe,miejskie,,52.189561,21.001972,,11,cegła,2001
5600,,86,3,apartamentowiec,1,drewniane,miejskie,,52.2043435,20.9965113,,4,inne,2008
9500,9500,153,5,apartamentowiec,1,drewniane,miejskie,,52.194157,21.0346955,,,cegła,2010
9000,9000,86,4,apartamentowiec,3,drewniane,miejskie,,52.2058972,20.9960626,,3,cegła,2006
9900,15000,133,4,apartamentowiec,1,drewniane,miejskie,,52.1845913,21.0332113,,4,cegła,2010
2200,,33,1,apartamentowiec,1,,miejskie,,52.2803,21.0511,,5,cegła,2019
4200,4200,83,3,apartamentowiec,5,drewniane,miejskie,,52.2043435,20.9965113,,6,cegła,2007
8000,,102,3,apartamentowiec,2,,,,52.204961,21.02253,,5,,2013
17000,,115.39,3,kamienica,1,drewniane,miejskie,,,,2300,4,,1901
4000,4000,86,4,blok,parter,,miejskie,do zamieszkania,52.1980759,20.9780011,500,,,2019
11000,,120,5,apartamentowiec,4,,,,,,,5,,
10000,,120,3,,5,,,,,,,5,,
4800,,120,4,blok,3,,,,,,900,8,cegła,2011
2750,2750,62,2,blok,1,plastikowe,,do zamieszkania,52.205455,21.045830000000024,,6,,2005
1800,,42,2,blok,3,plastikowe,miejskie,do zamieszkania,52.23338,20.95718,,3,,1950
2350,2350,39,2,blok,,plastikowe,miejskie,do zamieszkania,52.27906512317142,20.962348545227055,,,,1970
2700,2700,40,2,blok,5,plastikowe,miejskie,do zamieszkania,52.2229788,20.9395002,,7,,2019
2100,,43.1,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.12953,21.07413,,3,cegła,2003
3400,3400,73,3,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.198651,20.97953,,6,cegła,1997
2800,,54,2,,2,,,,52.2258861,20.9813488,,6,,2016
2800,,35,2,blok,6,plastikowe,miejskie,do zamieszkania,52.2432443,20.97999852,,8,żelbet,2019
2800,,37,2,apartamentowiec,4,,,,,,,,,2019
2500,,37,2,apartamentowiec,2,,,,,,,6,,2012
8000,,120,4,apartamentowiec,4,,miejskie,,52.2339193,21.030407,1000,,cegła,
7990,,70,2,apartamentowiec,1,drewniane,miejskie,,52.2056476,21.0324796,,8,inne,2009
12500,,170,5,apartamentowiec,4,drewniane,miejskie,,52.1750141,21.0444328,,4,inne,2008
9900,9900,132,4,apartamentowiec,6,drewniane,miejskie,,52.2043435,20.9965113,,,cegła,2008
2000,2000,44.1,2,kamienica,2,plastikowe,miejskie,do zamieszkania,52.20735097402434,21.04646550111084,,5,cegła,1955
6800,,87,3,kamienica,3,,,,,,,,,
3950,,63.2,2,blok,6,plastikowe,miejskie,do zamieszkania,,,,7,inne,1997
3990,,67,3,apartamentowiec,3,,miejskie,do zamieszkania,,,,7,,2015
2000,2000,36,2,blok,1,plastikowe,miejskie,,52.2720525,20.9500262,,3,,
4500,4500,85,3,kamienica,2,plastikowe,gazowe,do zamieszkania,52.2288374,21.0051571,,4,cegła,1950
1900,1900,27,1,blok,parter,plastikowe,miejskie,,,,,3,,
1850,1850,26,1,blok,5,plastikowe,miejskie,,,,,,,
1700,,33,1,,2,,,,,,,3,,
3300,,42,2,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.2241676,20.969323,,7,żelbet,2019
2500,,46,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.23240975,20.9297034,,5,,2009
2600,,46,2,apartamentowiec,7,,miejskie,,52.2268,20.9357,,7,cegła,2015
2500,,45,2,apartamentowiec,parter,,miejskie,,52.1607,21.0894,,2,cegła,2013
3700,3700,90,4,,2,,miejskie,do zamieszkania,52.2434124,20.9808741,,5,inne,1996
3500,,80,3,,2,drewniane,gazowe,do zamieszkania,52.1363898,21.0173432,,2,cegła,1995
2980,3700,45,2,apartamentowiec,1,drewniane,,,52.167119,21.07478,,3,cegła,2018
5100,,135,6,apartamentowiec,3,,miejskie,do zamieszkania,,,,,,
5000,,73,2,apartamentowiec,5,,,,,,,7,,2006
4000,,48,2,apartamentowiec,3,,,,,,,14,,2009
2800,,58,3,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.1697608,20.9975753,,8,,2016
5500,,80,3,,parter,,,,,,,5,,1975
3000,,37,2,apartamentowiec,5,,miejskie,,52.23853,20.99096,,6,cegła,2012
5500,,104,3,apartamentowiec,2,,,,52.22598,21.04036,,8,cegła,2000
2600,2600,39,2,apartamentowiec,3,plastikowe,,,,,,6,,2019
3250,3250,67,3,,7,,,,52.1823249,21.0258847,,,,
3000,,33,2,apartamentowiec,2,,miejskie,,52.19384,20.95526,,4,inne,2018
2700,2700,45,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2299283,21.076380700000072,,5,,2016
2100,,54,2,blok,3,,miejskie,,,,,4,cegła,1959
10000,,98,3,,5,,,,,,,6,,2017
2599,,53.15,2,blok,4,,miejskie,,52.25886,21.02688,,6,cegła,1955
2900,,52,2,blok,6,,inne,,52.244,20.96378,,10,,2000
2400,2400,40,2,,2,plastikowe,miejskie,do zamieszkania,52.2330149,21.0238717,,18,inne,1970
3200,,45,2,apartamentowiec,2,,miejskie,do zamieszkania,52.2354634,20.9855566,,5,,2019
2900,,42,2,,6,,,,52.1664125,21.0832095,,6,,2018
4000,,56,2,,1,,,,52.2494606,21.0107414,,3,,
3500,,55,2,,2,,,,52.2438326,20.95472815,,3,,2015
2800,,60,2,,7,,,,52.1761072,20.9936823,,10,,2009
2700,,40,2,,6,,,,52.23273445,21.00113588,,8,,1968
3500,,56,3,apartamentowiec,1,,miejskie,do zamieszkania,52.2229738,20.942497,,6,cegła,2019
3300,3,60,2,apartamentowiec,1,plastikowe,,,52.2235416,21.0190169,,6,cegła,2011
3700,3700,63,3,apartamentowiec,> 10,plastikowe,miejskie,,52.2339127,21.0816053,,16,beton,2019
2300,2300,23,1,apartamentowiec,2,plastikowe,,do zamieszkania,52.232166260478635,20.97960371398926,100,11,,2018
2590,,40,1,apartamentowiec,1,,,do zamieszkania,52.25435595,20.99163613,,4,,2012
2799,,70,więcej niż 10,,1,,,,52.22239,21.08414,,3,,1980
2600,2600,57,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2056604,21.0376758,,4,,1968
4700,,84,3,apartamentowiec,4,,miejskie,,52.20883,21.00271,,7,cegła,2008
3000,,88,3,apartamentowiec,9,,miejskie,,52.1819,21.0264,,17,,2000
2400,,50,2,apartamentowiec,5,,miejskie,,52.2374,20.986,,6,,2010
2200,,55,2,kamienica,1,,miejskie,,52.2431,20.9824,,4,cegła,1955
6000,,78,3,apartamentowiec,4,,,,,,,4,,
6500,,120,3,apartamentowiec,4,,miejskie,do zamieszkania,52.20183,20.97919,500,10,,1990
20000,,260,5,apartamentowiec,7,drewniane,miejskie,do zamieszkania,52.198672742594994,21.010573259277344,,7,cegła,2000
3199,,44,2,apartamentowiec,4,,miejskie,do zamieszkania,52.21264855,21.01976666,1,10,,2006
3800,,75,3,apartamentowiec,1,,,do zamieszkania,52.2700158,20.9752982,,6,,2006
2500,2500,45,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2848995,20.9288291,1,8,,2016
3200,,62,3,,2,,,,,,,10,,1975
2999,,56,2,kamienica,parter,,,,52.2053808,21.0136229,,4,,1960
1700,,17,1,,4,,,,,,,5,,1980
3000,,94,3,blok,2,plastikowe,miejskie,do zamieszkania,52.13159752410036,21.058963744921876,1,5,cegła,2005
4999,,102,4,,> 10,plastikowe,,,52.193545,21.0597,,13,,2012
6000,,134,4,apartamentowiec,8,,,,,,,16,,1999
2699,,45,2,apartamentowiec,2,drewniane,miejskie,,,,,6,,2015
2600,2600,46,2,,7,drewniane,,,52.2268,20.93566,,7,cegła,2015
5550,,99,3,kamienica,4,,,,52.222475,21.01975,1500,6,,
4890,,95,3,apartamentowiec,1,drewniane,miejskie,,52.1610908,21.0887618,,3,cegła,2012
2900,,49,3,blok,5,,miejskie,,52.2303,20.95199,,8,,2004
7000,,125,3,apartamentowiec,> 10,,,do zamieszkania,52.2338378,21.1133979,,25,,2018
9000,,160,4,apartamentowiec,5,,miejskie,do zamieszkania,52.1935326,21.0104925,,5,,2001
5000,,78,4,apartamentowiec,1,,miejskie,do zamieszkania,52.2505963,20.9770309,,4,,2018
6500,6500,128,4,,6,,miejskie,do zamieszkania,52.2296756,21.0122287,,12,inne,2000
2200,,50,2,blok,7,,miejskie,,52.237,20.9928,,10,pustak,1975
2400,,65,3,blok,parter,plastikowe,miejskie,do zamieszkania,52.1685854,21.0268074,,10,,
2390,,49.33,3,apartamentowiec,3,,miejskie,do zamieszkania,52.19832,21.01715,,8,,2017
2000,,38.5,1,apartamentowiec,3,,,,52.2002966,20.9688807,,6,cegła,2003
1800,,42,2,apartamentowiec,2,,,,52.20307922,20.99604416,,2,,2006
2300,3000,26,1,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2498591,21.034932,258,8,cegła,2019
21000,,550,6,dom wolnostojący,parter,plastikowe,gazowe,do zamieszkania,,,,2,cegła,2013
2000,2000,30,1,blok,parter,,,do zamieszkania,52.1365857,21.0502547,,4,,
2600,,53,2,,1,,,,,,,,,
1700,1800,39,1,apartamentowiec,7,plastikowe,miejskie,do zamieszkania,,,1,7,cegła,2002
2600,,45,2,,1,,,,52.1318138,21.073733,,4,,
1800,,40,2,blok,parter,,gazowe,do zamieszkania,52.329999694824,21.089999923706,,2,cegła,2007
2200,4000,36,2,blok,8,plastikowe,miejskie,do zamieszkania,,,,10,inne,1965
4800,,55,2,apartamentowiec,3,,miejskie,do zamieszkania,52.2387,21.0251,,5,,2014
2200,,26,1,kamienica,parter,,miejskie,do zamieszkania,52.2428,21.0178,,4,,1938
4200,,66.52,3,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.1721067,20.999024,,6,cegła,2016
2600,2500,45.5,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2469291,20.9877487,,10,inne,1968
2100,2100,48,2,blok,2,,,do zamieszkania,52.1910174,20.8963716,,5,,
2300,2300,38,2,blok,2,,,do zamieszkania,52.1897496,20.899275,,7,,
2800,2500,49,3,blok,4,plastikowe,,do zamieszkania,52.23614,21.00817,550,4,beton,1977
3000,5000,47,2,apartamentowiec,,,miejskie,,,,600,9,,2018
2400,,50,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.22080826,20.9765489,,13,,2000
2200,1500,50,2,blok,3,plastikowe,miejskie,do zamieszkania,52.3040703,20.9304152,,4,cegła,2006
1970,2400,28,1,kamienica,3,plastikowe,miejskie,do zamieszkania,52.2168461,21.01935198,320,5,cegła,1900
3400,3400,54,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.2045908083941,21.020056074218747,800,4,,2010
6500,,134,6,blok,1,,miejskie,do zamieszkania,52.13323,21.03252,,2,cegła,2004
4500,,150,5,blok,parter,,gazowe,,52.19853,21.12409,,2,cegła,1960
2900,2900,59,2,blok,3,plastikowe,gazowe,do zamieszkania,52.14410265109379,21.035314388843144,,5,cegła,2004
2350,3000,34,1,blok,2,drewniane,miejskie,do zamieszkania,,,450,6,cegła,2012
2800,2800,33,1,apartamentowiec,4,aluminiowe,miejskie,do zamieszkania,52.255550959837194,21.044499084777833,1,6,cegła,2019
2950,,50,2,kamienica,3,,,do zamieszkania,52.23856425,21.02647448,,4,cegła,1936
3000,3000,40.5,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.274733904277724,20.963553052206418,,,beton,2016
2800,2800,38.5,2,blok,5,plastikowe,miejskie,do zamieszkania,,,,6,cegła,
3300,3300,64,2,,3,,,,52.226667,20.99874,,5,cegła,1930
2400,2400,49,2,blok,parter,plastikowe,miejskie,,52.1940359,21.0516834,519,4,,
4000,,56,3,apartamentowiec,6,,miejskie,,52.24922313,21.03102922,,6,,2018
6500,,78,3,apartamentowiec,3,drewniane,,,,,,3,,2010
2300,2700,38,2,blok,4,plastikowe,miejskie,do zamieszkania,52.1901836,20.9524345,400,5,cegła,2019
2300,2400,49,2,,3,,miejskie,,52.2089094,21.0213433,600,4,,1950
1800,,36,2,,1,,,,52.2050311,20.9758229,430,3,,1965
1400,,25,1,,10,,,,52.2367344,20.9439935,,10,,1968
2900,2900,42,2,,,,,,52.2021313,20.9554848,,,,
2200,2500,38,1,,,,,,52.2404583,20.9682687,300,,,
2000,2500,66.7,3,blok,4,plastikowe,miejskie,do zamieszkania,52.2450763,20.9216515,750,5,pustak,1993
2500,,40,2,blok,3,,,do zamieszkania,52.23768048,21.0033102,,15,,1980
3920,3900,54.4,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.2343751,20.9581835,,9,inne,2018
3000,3000,47,2,kamienica,1,drewniane,miejskie,,52.2275729,21.0023782,,,,1940
1500,1500,30,1,apartamentowiec,3,plastikowe,,,52.20623,20.92271,,4,,2010
3500,3500,57,3,kamienica,1,plastikowe,miejskie,,52.2036109,21.011942,,,cegła,
5999,,80,3,,6,,,,52.20692,21.05206,,9,,
2700,,48,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.1726403,21.0533779,,5,,2008
2000,2000,22,1,apartamentowiec,5,plastikowe,,,52.21415,20.94799,400,5,,
2650,,60,3,apartamentowiec,1,,,,52.2607,20.9596,,6,cegła,2015
3800,,84,3,apartamentowiec,4,,,,52.2089,21.0027,,7,,2008
8500,,143,4,dom wolnostojący,2,,,,52.1719,21.1073,,2,,
8500,,110,4,apartamentowiec,1,,,,52.2241,21.0173,,7,,2009
2900,,33,2,apartamentowiec,7,,,,52.2326,20.9794,,12,,
2500,,48,2,blok,1,,miejskie,,52.2515,20.9883,,7,,1954
2650,3010,41.93,2,apartamentowiec,10,,miejskie,,52.2336971,20.9940979,,13,,2017
