Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy
2300,,65,3,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,,,770,5,inne,2010
3000,,50,2,,5,,,,52.175451,20.99977,,10,,2012
3600,,68,3,,3,drewniane,,,52.21756,21.00535,,4,cegła,1938
2200,,35,1,,1,plastikowe,,,52.24972,20.99709,,4,cegła,1955
3000,,70,3,,1,plastikowe,,,52.149965,21.04237,,4,,1975
2500,,55,2,blok,1,plastikowe,miejskie,,52.2403602,20.9141513,,4,cegła,2002
1980,,54,2,,,,,,52.2675557,20.9470689,420,,,
2000,2800,46.2,2,blok,2,plastikowe,miejskie,do zamieszkania,52.2564741,21.0442914,500,,żelbet,1982
2600,,41,2,apartamentowiec,8,plastikowe,miejskie,do zamieszkania,52.27482273436755,20.96306206878662,,12,żelbet,2016
3000,,45,2,apartamentowiec,> 10,,miejskie,,,,1,,,2019
2450,3000,45,2,apartamentowiec,> 10,,miejskie,do zamieszkania,,,550,,,2019
3200,3200,59,3,kamienica,2,plastikowe,miejskie,do zamieszkania,52.20545379961263,21.002718015344243,,3,cegła,1936
2850,2850,48,2,apartamentowiec,3,,,do zamieszkania,,,,,,
4300,4300,63.5,3,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,52.1876542,21.00366650000001,,8,beton komórkowy,2016
2500,2500,45,2,blok,4,drewniane,kotłownia,do zamieszkania,52.1697217,21.0737178,300,5,pustak,2006
2200,,32,1,kamienica,1,,miejskie,do zamieszkania,52.2053894,21.0312388,,3,,1929
2400,,27,1,kamienica,2,,miejskie,do zamieszkania,52.2358717,21.0213743,,6,,1911
6500,,110,3,kamienica,4,,miejskie,do zamieszkania,52.2183,21.016,,4,,1936
4900,8000,122,3,,parter,plastikowe,gazowe,,52.1561298,21.1116284,,3,inne,2002
3000,3000,56,2,blok,1,,miejskie,,52.1608237,21.0780113,1,4,cegła,2011
2650,,42.94,2,blok,1,,miejskie,,52.24976,21.03572,,6,cegła,2019
3000,,60,2,,4,plastikowe,,,52.184221,21.04396,,12,,2000
2400,3500,47,3,blok,2,plastikowe,miejskie,do zamieszkania,52.197567156685096,21.03563560739126,450,10,wielka płyta,1980
9000,,106,3,,1,,,,,,,5,,1939
3000,3000,67,3,apartamentowiec,3,plastikowe,,do zamieszkania,52.2123083,20.9199768,,3,cegła,2005
3200,,50,2,kamienica,1,,miejskie,,52.23519,21.01622,,5,cegła,1908
8500,8500,58,2,apartamentowiec,> 10,aluminiowe,miejskie,,52.235492495585,21.001667065915,,44,inne,2015
2650,3000,54,2,apartamentowiec,6,plastikowe,miejskie,do zamieszkania,52.2311962,21.0913871,,6,,2010
2100,2100,38,2,blok,parter,plastikowe,miejskie,do zamieszkania,52.29407366142124,21.019277841186522,,10,wielka płyta,1976
3600,3600,62.11,2,,2,plastikowe,,,52.224011,21.021,,6,cegła,1968
3000,,71,3,,3,,,,52.1600484,21.02942221,,3,,2001
2800,3000,40.21,2,apartamentowiec,3,,,,,,450,3,,2018
2600,,52,2,,parter,drewniane,,,52.25472,20.93203,500,5,cegła,2008
2700,2700,48,2,apartamentowiec,6,,miejskie,,52.1733134,20.9998,,7,,2015
2500,,57.5,2,,1,drewniane,,,,,,6,cegła,2004
6600,,110,4,apartamentowiec,3,,miejskie,,52.2168695,21.0167695,,3,cegła,2004
6900,,78,3,apartamentowiec,2,drewniane,miejskie,,52.2407105,21.0258064,,6,cegła,2010
5500,5500,105,3,apartamentowiec,2,drewniane,miejskie,,52.215991,21.0461263,,6,cegła,2001
1500,,30,1,blok,8,plastikowe,,,,,300,9,,
4100,,68,2,apartamentowiec,2,,,,52.23440735,21.015584,,8,,
2500,,36,2,,5,,,,52.16929,20.99767,,5,,2019
2700,2700,38,2,kamienica,parter,plastikowe,,,,,,4,cegła,
3300,3300,72.2,3,blok,2,plastikowe,miejskie,do zamieszkania,52.1502146,21.0408464,,3,inne,1980
4900,,96,3,,2,,,,52.17171,21.05186,,5,,
2250,2250,37,1,apartamentowiec,4,,miejskie,do zamieszkania,52.2126461,21.0601849,,,,
2500,,60,3,,1,,,,52.2268343,21.0153246,,6,cegła,1960
3800,,70,3,apartamentowiec,7,,,,52.18368495,21.02554002,,8,cegła,2017
3500,3500,78,3,apartamentowiec,8,,miejskie,do zamieszkania,52.178303,21.0588332,1,8,,2008
3800,4400,84,3,apartamentowiec,4,,,,52.255731511418276,20.993531037469097,600,6,,2016
5900,,61,3,apartamentowiec,5,,,,,,,9,,
2500,,37,2,,4,,,do zamieszkania,52.1763686,20.9943236,,7,cegła,2017
2500,,36.3,2,blok,3,,miejskie,,52.19076,21.02865,,12,,1967
2200,3000,60,3,blok,parter,plastikowe,miejskie,do zamieszkania,52.2244669,21.0859372,500,3,wielka płyta,1980
4500,4500,130,3,blok,5,,miejskie,,52.1708397,21.0798987,,5,cegła,
4950,,78,3,apartamentowiec,> 10,,,,,,,16,,
2600,,45,2,apartamentowiec,10,,,,,,,11,,2019
3300,,60,3,,1,,,,,,,10,,
9000,,80,2,apartamentowiec,2,aluminiowe,miejskie,do zamieszkania,52.24033639,21.02821827,,,,2009
3500,,54,3,,1,,miejskie,do zamieszkania,52.22450535,20.94217523,,5,,2018
2599,,68,2,kamienica,4,plastikowe,miejskie,do zamieszkania,52.2383941,20.97783695,600,5,,1965
3000,,50,2,apartamentowiec,5,,miejskie,do zamieszkania,52.1691,21.0206,,10,,2009
25000,,250,6,apartamentowiec,> 10,,miejskie,do zamieszkania,52.2373794,21.0014767,,13,,
2800,,55,2,apartamentowiec,4,,miejskie,,,,,,cegła,2011
2000,,37.3,2,kamienica,3,,miejskie,do zamieszkania,52.20183,20.97919,340,3,cegła,1950
10000,,70,3,kamienica,parter,,miejskie,,,,,5,cegła,1895
6500,,140,4,blok,8,,miejskie,,52.18588,21.02198,,13,inne,2002
2500,5000,27.25,1,blok,1,plastikowe,miejskie,,52.270726,20.95233,300,4,,
2900,,33,2,apartamentowiec,> 10,,,,52.2337,20.9688,,16,,2018
4500,,85,3,kamienica,2,,,,52.2254,21.0074,,4,,
2300,,45,2,blok,2,,miejskie,,52.28240263,21.028862,,3,,1998
3100,3100,50,2,apartamentowiec,7,drewniane,miejskie,,52.2302035,20.9850475,500,7,inne,2009
7000,,81,3,apartamentowiec,7,drewniane,miejskie,,52.2407105,21.0258064,,7,cegła,
2250,,48,3,blok,1,,,,,,550,4,,
2400,,40,2,,4,,miejskie,do zamieszkania,52.2430117,21.01351974,,5,żelbet,1965
3500,,52,2,kamienica,1,,miejskie,,52.22753071,21.02057457,,2,,1936
2400,,45.17,2,apartamentowiec,5,,miejskie,do zamieszkania,52.2042807,20.9959162,,5,cegła,2007
8900,,98.5,3,blok,4,,miejskie,,52.22246,21.02001,,6,,1955
2600,,40,2,blok,7,,miejskie,,52.235192,20.9721307,400,16,,2018
2070,,39,1,blok,1,,miejskie,,52.2647698,20.9520675,280,3,,2002
3100,3100,36,2,kamienica,4,drewniane,miejskie,do zamieszkania,52.2284047,21.0146329,,5,inne,1912
4500,,37,2,,4,,,,52.22999,20.99866,,5,,
2500,2500,36,2,,5,plastikowe,miejskie,do zamieszkania,52.229297,20.9954665,,8,cegła,1970
2200,,51.8,2,kamienica,parter,plastikowe,miejskie,do zamieszkania,,,,3,cegła,1933
4150,4150,75,3,apartamentowiec,parter,drewniane,miejskie,,52.2043435,20.9965113,850,5,cegła,2009
2000,2000,43,2,blok,5,plastikowe,miejskie,do zamieszkania,52.24029399651056,20.909366114111336,,12,cegła,2009
30000,,372,6,apartamentowiec,8,drewniane,miejskie,,52.2307275,20.995989,,8,,2012
2000,,36,2,blok,3,,,do zamieszkania,52.248224096013416,21.0958353131836,,,,
6899,,67,3,kamienica,1,,,,52.22626375,21.01276479,1200,6,cegła,1890
6500,,95,3,kamienica,3,drewniane,miejskie,,52.1469533,21.2426086,,6,cegła,
14000,,77,3,apartamentowiec,8,,,,,,,46,,
2500,,50,2,kamienica,2,,miejskie,,52.2489,21.0119,,3,cegła,1945
3000,,73,3,,1,,,,,,,6,,2006
2999,3700,56,3,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,,,500,,,
4500,,86,3,apartamentowiec,8,,miejskie,,52.23033,20.99327,,8,cegła,2004
4100,5100,93,4,apartamentowiec,5,,miejskie,,52.23,20.9921,1000,7,cegła,
3500,3950,80,3,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.1751483,21.0128004,450,7,,2013
4000,,58,2,apartamentowiec,3,,miejskie,do zamieszkania,52.2263,20.9829,,7,,2017
4900,,96,3,,2,,,,,,,3,,2010
2500,2500,35,2,kamienica,2,plastikowe,miejskie,do zamieszkania,52.2038161,21.0208548,,3,cegła,1950
6500,,134,5,,1,drewniane,,,52.1582986,21.0552897,,,,
2600,,40,2,,2,plastikowe,miejskie,,52.234104,20.97912,,6,,2017
6000,,118,3,kamienica,3,,gazowe,,52.19648,21.02229,,3,cegła,1930
2450,2450,42,1,blok,1,,,do zamieszkania,52.23338,20.95718,,,,
9000,,80,2,apartamentowiec,4,,miejskie,do zamieszkania,,,,4,,2012
2000,2000,38,2,,3,,,,52.3221059,20.9394888,,4,,
2750,3000,46,2,apartamentowiec,4,,miejskie,do zamieszkania,52.2251949,20.9297852,,7,,2019
2500,2500,52,2,blok,parter,plastikowe,miejskie,do zamieszkania,52.2063514,21.1773555,,4,cegła,
2500,2000,38,2,kamienica,1,plastikowe,miejskie,do zamieszkania,52.235008475356835,20.97013862923584,,6,cegła,
6500,,92,3,,3,,,,52.2161801,21.02171567,,5,,1950
3700,,84,3,,1,,,,52.15509765,21.05317842,,2,,2005
2800,,42,2,,6,,,,52.22260065,21.01604581,,6,,1950
2650,,35,2,,3,,,,52.23984565,20.97600583,,4,,1938
2600,,46,2,kamienica,1,,,do zamieszkania,52.2060571,20.9999498,,4,,1936
5900,6000,110,4,blok,8,drewniane,miejskie,do zamieszkania,52.188718535072695,20.988990842876156,1,12,inne,2010
3200,,47,2,blok,5,,miejskie,do zamieszkania,,,,7,cegła,1961
2500,,49,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.1737277,21.0486322,,6,cegła,2006
2750,3300,60,3,blok,9,plastikowe,miejskie,do zamieszkania,52.239039,21.1109131,550,15,,
3100,,89,4,,4,,,,52.23989,20.911371,,4,,2004
5500,,100,2,,2,,,,52.23954,20.98173,,8,,2008
1990,2800,50,2,blok,2,drewniane,miejskie,do zamieszkania,52.2884531,21.0356018,600,10,inne,1980
9900,,129,5,,7,,,,52.17347,21.0518,,7,,2018
2500,2500,40,2,blok,1,plastikowe,miejskie,do zamieszkania,52.24708549822398,20.96255646295166,,7,żelbet,2016
8700,,153,3,apartamentowiec,9,drewniane,miejskie,do zamieszkania,52.2370649,21.002357,,11,cegła,2001
2500,3500,45,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.2628553,21.0398899,350,5,cegła,2018
3000,,50,2,blok,4,,,do zamieszkania,,,,5,,
4500,,128,4,,parter,,,,,,,1,cegła,1995
8900,,136,5,,parter,,,,52.16773,21.11054,,2,,2014
7500,,145,5,,> 10,,,,52.18463,21.04392,,11,,2001
8300,,100,3,,4,,,,52.16552,21.08034,,4,,2017
7500,,103.51,3,,1,,,,52.16248,21.07814,,4,,2009
4500,,80,2,,parter,,,,52.20893,21.02464,,6,,2011
7000,,76,3,,parter,,miejskie,,52.15613,21.11163,,4,cegła,2008
16000,,167,4,kamienica,1,,miejskie,,52.21276,21.02366,,6,cegła,1901
3500,,40,2,,4,,,,52.22669,21.0169,,6,,
5200,,110,4,,2,,miejskie,,52.1639,21.07591,,4,cegła,2007
7500,,105,3,,3,,,,52.22198,21.02296,,4,,1926
6500,,125,3,apartamentowiec,1,,,,52.17271,21.08781,,2,cegła,2006
5200,,120,3,,parter,,,,52.17594,21.07858,,3,,2011
7500,,170,4,,1,,,,52.16728,21.0861,,2,,2004
5000,,78,3,,parter,,,,52.15937,21.0809,,4,,2007
6300,,63,2,,3,,,,52.23577,21.00559,,7,,2007
6000,,132.7,3,,3,,,,52.20195,21.02672,,4,,2005
5500,,118,4,,2,,miejskie,,52.1641,21.07314,,3,cegła,2009
16000,,180,4,kamienica,5,,miejskie,,52.23587,21.02137,,6,cegła,
6000,,115,3,,1,,,,,,,6,cegła,2008
10000,,160,4,,parter,,,,52.18574,21.0297,,2,,
3000,3000,43,2,blok,4,drewniane,miejskie,do zamieszkania,52.23345778708557,20.969065745629887,500,16,silikat,2018
1700,1700,40,1,blok,4,plastikowe,,do zamieszkania,,,,4,,
1600,1750,19,1,kamienica,1,,kotłownia,,52.1799062,20.9478161,,1,cegła,1937
2200,,45,2,apartamentowiec,3,plastikowe,miejskie,do zamieszkania,52.2330263,21.053261,,5,cegła,2008
3500,,53,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.2042321,21.0037082,,5,cegła,2008
9000,,98,3,apartamentowiec,5,drewniane,,,52.2298015,21.038103,,7,,2019
2700,,45,2,,5,plastikowe,,,52.2005131,20.9643547,,6,cegła,2014
6500,,92,3,apartamentowiec,3,,,do zamieszkania,52.21571493487198,21.022612482000735,,5,,
3200,3200,49,2,blok,3,plastikowe,miejskie,,,,,10,,1972
3250,6500,47,2,apartamentowiec,parter,drewniane,,,52.186527,21.00343,,7,,2017
4600,,90,3,,4,,,,,,,,,
2900,2900,63,2,apartamentowiec,4,,,do zamieszkania,52.158638563705864,21.08071496668701,,4,,2008
3900,,109,4,blok,4,plastikowe,miejskie,,,,1100,6,cegła,2000
2700,,50,2,blok,2,plastikowe,miejskie,,52.269758,21.04835,,6,cegła,2019
6500,,96,3,apartamentowiec,5,,miejskie,,52.2543,20.98424,,13,,2000
2700,,55,3,blok,7,plastikowe,miejskie,do zamieszkania,52.27153858918231,20.931537655017085,,10,żelbet,1975
2200,3000,37,2,blok,3,plastikowe,miejskie,do zamieszkania,,,400,6,silikat,2013
2700,,42,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.16981973614966,20.997796892780066,,6,,2008
2950,,64,4,blok,1,plastikowe,miejskie,do zamieszkania,52.23614,21.00817,,4,,1975
2500,,63,3,apartamentowiec,5,drewniane,miejskie,do zamieszkania,52.23614,21.00817,,6,,
2100,,36,1,apartamentowiec,2,,miejskie,do zamieszkania,,,,,,2019
4500,,54,3,blok,10,,,,52.23614,21.00817,,10,,2015
3700,,86,3,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.17025752584351,20.997457760977742,,6,,2008
2400,,53,2,blok,3,plastikowe,miejskie,do zamieszkania,52.19832,21.01715,,4,,2012
2600,,70,3,blok,8,,miejskie,do zamieszkania,52.19592,21.01403,,10,wielka płyta,1978
3250,6500,47,2,,,plastikowe,miejskie,,52.1855391,21.0048773,,,cegła,
2700,,39,2,,3,,,,,,,5,,1936
2100,,37.2,2,blok,3,,miejskie,do zamieszkania,52.20881,20.9652,,4,żelbet,1960
2850,,49,2,apartamentowiec,5,,miejskie,do zamieszkania,52.2725527,20.9963267,,5,cegła,2016
2700,,57,3,apartamentowiec,3,,miejskie,do zamieszkania,,,1,8,cegła,2013
4500,,85,3,kamienica,2,,gazowe,,52.2285,21.0057,,4,cegła,
2500,,45,2,blok,parter,,,,52.23899841,20.93400002,,3,,2003
8500,,53,2,apartamentowiec,> 10,,miejskie,do zamieszkania,52.2352,21.0019,,44,,2013
8000,8000,56,2,apartamentowiec,> 10,aluminiowe,miejskie,,52.235597623886,21.001677794751,,44,inne,2015
2900,2900,60,2,kamienica,4,plastikowe,miejskie,do zamieszkania,52.2200206,21.0090509,1,4,cegła,
4500,4500,86,3,apartamentowiec,8,drewniane,miejskie,,52.2346688,20.9907818,,8,,2004
5600,5000,143,4,apartamentowiec,6,drewniane,miejskie,,52.2451871,20.9908732,,,,2003
2800,,60,2,kamienica,4,plastikowe,,do zamieszkania,52.220964,21.0098,,6,,1934
2300,,46,2,blok,3,,miejskie,,52.2353684,21.0920011,,11,,1978
1800,,41,2,,7,,,,52.2301481,20.9696105,,17,,2009
3200,,58,3,,3,,,,52.21659,21.02016,,5,,1952
1800,,42,2,,3,,,,52.2447147,20.9541722,530,3,,1950
1640,,24,1,,1,,,,52.2405731,20.9702388,,4,,
2150,,58.78,2,blok,parter,,gazowe,do zamieszkania,52.205902,20.9164136,,2,cegła,1937
2500,,43,2,apartamentowiec,parter,,miejskie,do zamieszkania,52.24635,20.90441,,4,,2017
8500,,147.9,5,apartamentowiec,2,,miejskie,do zamieszkania,52.20549005,20.99802355,1100,5,,2006
3400,,59.35,2,apartamentowiec,parter,,miejskie,,52.2041945,20.9968523,,3,,
1800,,36,1,apartamentowiec,7,,miejskie,,52.1931,20.9737,,7,cegła,1998
2900,,52,2,,parter,,,,51.91944,19.14514,,4,,
2200,,50,2,kamienica,parter,,miejskie,,52.2479,20.9897,,4,cegła,1960
4200,,50,2,,6,drewniane,miejskie,do zamieszkania,52.22429635,21.03971738,,7,,2010
3500,,43,2,,5,,,,,,,,,
7600,,73,3,apartamentowiec,> 10,aluminiowe,miejskie,do zamieszkania,52.2334907,20.9873565,,22,,2010
3300,,44,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.2314593,20.9771089,,16,,2016
2500,2500,44,2,kamienica,1,,miejskie,do zamieszkania,52.2416811,20.9755508,,,cegła,
1500,1500,36,1,blok,parter,plastikowe,inne,,52.3127422,21.0729753,,2,cegła,2008
2000,2300,33.33,2,kamienica,,,,,,,263,,,
2150,,58.78,2,blok,1,,gazowe,do zamieszkania,52.205902,20.9164136,,2,cegła,1937
2200,2200,43,2,blok,2,plastikowe,miejskie,do zamieszkania,52.238702517630685,20.89558006866455,,3,cegła,2012
1700,1700,19,1,apartamentowiec,,,,,52.18031681995504,21.013229552132707,1,,,
2400,2900,57,2,apartamentowiec,> 10,,miejskie,,52.1467751,21.0500815,500,15,,
2500,2500,55,2,blok,1,plastikowe,miejskie,do zamieszkania,,,,2,cegła,2018
6500,6500,103,4,apartamentowiec,2,plastikowe,miejskie,,52.2079759,21.0104211,,8,cegła,
8000,,78,4,apartamentowiec,2,drewniane,miejskie,,52.2407105,21.0258064,,6,cegła,2010
6900,,53.22,2,apartamentowiec,10,,miejskie,,52.231642,20.9960988,,,,
4000,4500,57.5,3,apartamentowiec,5,plastikowe,miejskie,,52.226619,20.9820864,,6,cegła,2018
2650,,39,2,apartamentowiec,8,plastikowe,miejskie,do zamieszkania,,,,,,2018
2000,,41,2,blok,8,plastikowe,miejskie,,52.2446337,20.9910026,,15,,
11000,,260,3,szeregowiec,parter,plastikowe,miejskie,do zamieszkania,52.26971,20.98462,,1,cegła,
13800,,216,4,apartamentowiec,> 10,drewniane,miejskie,do zamieszkania,,,,13,cegła,2011
10000,,118,3,apartamentowiec,8,drewniane,miejskie,do zamieszkania,,,,13,inne,2011
2500,,50,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.1736718,21.0485601,,7,cegła,2007
2700,3000,40,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,,,,7,,2019
3900,,79.37,2,kamienica,4,,,,,,,4,,1913
5900,,102,3,apartamentowiec,2,,,,52.166374,21.0797042,,4,cegła,2005
2200,,28,2,blok,7,plastikowe,miejskie,do zamieszkania,52.2377449,20.994874,200,15,cegła,1972
2799,,76,3,blok,1,plastikowe,miejskie,do zamieszkania,52.17471441,21.03178024,,3,cegła,2000
5000,,60,2,apartamentowiec,> 10,,miejskie,do zamieszkania,52.237404,21.0014382,,17,,2012
4990,,67,3,apartamentowiec,6,plastikowe,miejskie,,52.2251222,20.9782435,,6,cegła,2018
1800,,40,1,,parter,,,,,,,3,,2000
3000,,45,2,,8,,,,52.23291755,20.96880194,,9,,2017
1950,,25,1,blok,9,,miejskie,,52.25984,20.9959,,10,,1968
2400,,63,2,blok,1,,miejskie,,52.13442,21.05836,,3,,2000
2800,,35,2,blok,8,,miejskie,,52.24324,20.98001,,8,,2019
3000,3000,72,4,blok,7,plastikowe,kotłownia,do zamieszkania,52.2608905,21.0587368,660,7,beton,2008
2850,2850,49,2,apartamentowiec,5,drewniane,,,,,,5,cegła,2016
1900,,32.8,1,blok,4,,miejskie,do zamieszkania,52.16192885,21.02757454,,10,wielka płyta,1981
1800,1800,50,1,dom wolnostojący,parter,,gazowe,,52.1923761,20.9959814,,,cegła,
2400,,39,1,kamienica,3,plastikowe,miejskie,,52.253307,20.99602,,3,,1952
6000,,140,3,apartamentowiec,5,drewniane,,,,,,6,,
6500,6500,92,3,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.217308,21.0237853,,5,cegła,2010
3200,3200,45,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.2251283,20.9782803,400,9,inne,2018
2500,,37.35,2,blok,3,,miejskie,do zamieszkania,52.1948121,20.9645983,,10,żelbet,1968
2400,,31.06,2,blok,7,plastikowe,miejskie,do zamieszkania,52.17834095,21.01256313,,10,,
1900,1900,46,2,blok,7,plastikowe,miejskie,do zamieszkania,52.2851672,20.9365468,,10,,
2800,2900,65,2,kamienica,3,,,do zamieszkania,52.1859988,21.0268262,100,4,cegła,1929
3300,4800,45,2,kamienica,3,plastikowe,miejskie,do zamieszkania,52.2260345,21.0114119,,4,cegła,
3500,7000,47,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.252105,20.9889541,,10,,2012
3600,3600,90,3,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.1733134,20.9998,,6,cegła,2010
2800,3500,58,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.2512114,21.2328762,645,8,,2008
10000,,153,5,apartamentowiec,1,,,do zamieszkania,52.1941,20.9877,,4,cegła,2006
3000,3000,52,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.193688,20.9874447,,4,cegła,
2500,3000,60,3,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.2619177,20.9590478,500,6,cegła,2015
3000,3000,53,2,apartamentowiec,2,drewniane,miejskie,do zamieszkania,52.2595722,20.9799119,,8,cegła,2014
1350,,15,1,,4,,,,52.2398248,20.9760152,,4,,
3100,3100,50,2,apartamentowiec,4,,,do zamieszkania,52.1784293,20.9931804,1,,,2015
2600,,54,2,,1,plastikowe,,,,,,4,cegła,1962
2100,2100,38,2,blok,3,plastikowe,miejskie,,52.2068997,21.0487295,,10,,1973
3000,3000,48,2,kamienica,5,,miejskie,do zamieszkania,52.233001678467,21.013000457764,,6,cegła,1965
1990,4000,55,3,blok,3,plastikowe,,,,,700,11,,
5300,,100,3,blok,4,,miejskie,do zamieszkania,,,,4,cegła,2000
3800,,55,2,apartamentowiec,1,,miejskie,do zamieszkania,52.2522021,21.0332234,,6,cegła,2005
3500,,103,4,apartamentowiec,3,,,do zamieszkania,,,,8,,2009
2150,,33,1,,7,,,,,,,7,,2019
2600,2600,48,2,blok,5,plastikowe,miejskie,do zamieszkania,52.1587672,21.0328719,1,7,wielka płyta,
2600,,58,2,blok,parter,plastikowe,miejskie,do zamieszkania,52.13415318,21.05879545,,3,cegła,2000
2900,,82,2,apartamentowiec,5,drewniane,miejskie,,52.2591528,20.9362529,,5,cegła,2008
2600,,48,2,apartamentowiec,3,drewniane,,,52.145854,21.04333,,7,,2017
2700,,42,2,,4,,,,,,,7,,2017
2300,,46,2,,1,,,do zamieszkania,52.249679,20.8941473,,4,cegła,2007
3999,4500,65,3,,3,,,,52.65144,18.57408,500,6,,2019
2800,2800,36,2,,4,plastikowe,miejskie,do zamieszkania,52.227855,21.023153,,10,pustak,1970
2500,2900,38,2,apartamentowiec,,,,,52.2536597,21.0443488,500,,,2018
2800,2800,62,2,blok,parter,,miejskie,,52.172706212612,20.995982720822,,7,,2019
2700,3200,50,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.1692552495135,21.040742746276855,500,,cegła,2019
2500,2500,46,2,apartamentowiec,5,plastikowe,,,,,,5,,2016
4000,4000,48,2,apartamentowiec,7,drewniane,,,52.221445,20.92958,,7,,2018
2000,,46,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,,,,6,cegła,2009
3000,,76,3,,6,plastikowe,,,,,600,6,,
29990,,373,6,apartamentowiec,8,drewniane,miejskie,,52.2308245,20.9964303,,8,inne,2012
7500,,145.1,5,,> 10,plastikowe,miejskie,,52.1827432,21.0455497,,,cegła,
3000,3000,121,3,apartamentowiec,1,,,,52.1859835,21.0687622,,1,cegła,
30000,,373,6,apartamentowiec,8,drewniane,miejskie,,52.2308245,20.9964303,,8,,2012
7000,16500,50.3,2,apartamentowiec,3,drewniane,miejskie,,52.2311166,21.0337969,,6,cegła,2007
4990,,50.1,2,apartamentowiec,3,drewniane,miejskie,,52.2026787,21.0176207,,,cegła,2018
5600,5600,143,4,apartamentowiec,6,drewniane,miejskie,,52.2451871,20.9908732,,,,2003
10000,,134.1,4,apartamentowiec,1,,miejskie,,52.2007358,21.038944,,6,cegła,2007
10000,,160,1,dom wolnostojący,,drewniane,miejskie,,52.2059285,21.0424811,,,cegła,
11000,,185,4,apartamentowiec,parter,drewniane,miejskie,,52.1750141,21.0444328,,4,inne,2001
5000,5000,120,3,,10,,,,52.2385765,20.9880887,,11,cegła,
6500,,125,3,apartamentowiec,8,plastikowe,miejskie,,52.186962,21.021859,,10,cegła,2001
12500,,175,5,apartamentowiec,4,plastikowe,miejskie,,52.1750141,21.0444328,,4,cegła,2012
8490,,174.2,4,apartamentowiec,10,plastikowe,inne,,52.1852939,21.0519269,,12,inne,2002
4600,4600,55,2,apartamentowiec,5,drewniane,miejskie,,52.2346688,20.9907818,,,cegła,
2500,,30,1,kamienica,1,,,,52.2426,20.9909,,3,,
5000,5000,52,2,apartamentowiec,4,aluminiowe,miejskie,do zamieszkania,52.1574224269697,21.080768580933864,,4,,2009
4900,,35,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.2337751,20.9853181,,5,,2018
3650,,60.3,3,apartamentowiec,5,drewniane,miejskie,,52.2497955,21.0321897,,6,cegła,2002
3600,,52,2,kamienica,1,,miejskie,,52.22671,21.01729,,2,cegła,1936
5500,,85,2,apartamentowiec,> 10,,miejskie,,52.26208,20.95619,,15,cegła,2006
2850,,135,3,dom wolnostojący,1,plastikowe,,do zamieszkania,,,,3,pustak,1997
2150,,42,2,kamienica,1,plastikowe,miejskie,,,,,3,cegła,1935
4500,,86,3,apartamentowiec,8,,,,52.2303295,20.9932725,,8,,2003
6500,10000,82,3,apartamentowiec,> 10,plastikowe,miejskie,,52.2620781,20.9561886,,15,cegła,
1600,,37,1,,4,,,,52.1429226,21.0351436,,7,,
2800,,54,3,,1,,,,52.234693,20.9998049,,3,,2015
2900,,67,3,blok,4,,miejskie,,52.24463,20.92244,,5,,1993
5900,,110,4,,8,,,,,,,,,
2500,,45,2,apartamentowiec,parter,,miejskie,do zamieszkania,,,630,,cegła,2005
4500,,86,3,apartamentowiec,8,,miejskie,do zamieszkania,,,,8,cegła,2004
2700,,38,2,apartamentowiec,3,,miejskie,do zamieszkania,,,,,cegła,2015
2650,,48,2,kamienica,2,,,do zamieszkania,,,,5,cegła,1913
3000,3000,45,2,apartamentowiec,5,drewniane,miejskie,,52.1855391,21.0048773,,7,cegła,2016
3000,4000,45,2,apartamentowiec,4,drewniane,miejskie,,52.1855391,21.0048773,,7,cegła,2016
3900,,58.94,2,apartamentowiec,4,,miejskie,do zamieszkania,,,,7,cegła,2006
2400,2400,55,2,blok,2,drewniane,miejskie,do zamieszkania,52.2384992,20.9334405,,3,cegła,
1950,2500,26,1,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.2543648,21.0815527,1,5,silikat,2019
