Cena,Kaucja,Powierzchnia,Liczba pokoi,Rodzaj zabudowy,Piętro,Okna,Ogrzewanie,Stan wykończenia,φ,λ,Czynsz - dodatkowo,Liczba pięter,Materiał budynku,Rok budowy,Czas dojazdu do centrum
24000,,160.0,4,,> 10,aluminiowe,miejskie,,52.23174470000001,20.9961082,,44.0,inne,,11.0
2600,,47.0,2,apartamentowiec,2,,miejskie,do zamieszkania,52.143971,21.057796300000003,,9.0,cegła,2002.0,40.0
8000,,57.0,2,,8,,miejskie,,52.23174470000001,20.9961082,,44.0,inne,2014.0,11.0
30000,,200.0,5,apartamentowiec,> 10,,miejskie,,52.23174470000001,20.9961082,,41.0,inne,2014.0,11.0
12500,12500.0,77.0,2,,> 10,aluminiowe,miejskie,,52.23174470000001,20.9961082,,44.0,inne,2014.0,11.0
3500,,77.0,3,,8,,miejskie,,52.23174470000001,20.9961082,,44.0,inne,2014.0,11.0
13500,,77.0,2,,> 10,drewniane,miejskie,,52.23174470000001,20.9961082,,44.0,cegła,2014.0,11.0
3500,3500.0,71.0,2,kamienica,3,,,,,,,5.0,,,
3200,5500.0,50.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,,,500.0,11.0,cegła,2018.0,
3000,5000.0,61.4,2,blok,6,plastikowe,miejskie,do zamieszkania,52.23205624169474,20.966488577775486,,12.0,wielka płyta,1998.0,22.0
1900,2400.0,42.0,2,blok,2,drewniane,miejskie,do zamieszkania,,,500.0,,cegła,2017.0,
1950,1950.0,57.0,2,blok,3,drewniane,kotłownia,do zamieszkania,52.233495899999994,21.0846788,,3.0,pustak,2002.0,33.0
2000,,68.0,2,,2,,,,,,,,,,
2100,2000.0,32.0,2,apartamentowiec,parter,drewniane,miejskie,do zamieszkania,52.257000505035364,20.97221679632568,300.0,6.0,beton komórkowy,2015.0,33.0
2400,2400.0,46.0,3,blok,4,plastikowe,miejskie,do zamieszkania,52.23705136,21.0910223,,4.0,,,33.0
10000,10000.0,100.0,3,apartamentowiec,8,drewniane,miejskie,,52.234997899999996,20.992371300000002,,,,,15.0
12000,24000.0,104.0,4,,5,drewniane,miejskie,,52.234997899999996,20.992371300000002,,,,2018.0,15.0
30000,,196.0,5,apartamentowiec,> 10,,miejskie,,52.23174470000001,20.9961082,,41.0,inne,2014.0,11.0
19990,,135.0,3,apartamentowiec,> 10,,miejskie,,52.23174470000001,20.9961082,,,inne,,11.0
22000,48000.0,130.0,3,apartamentowiec,> 10,,miejskie,do zamieszkania,52.231171999999994,21.0038329,,54.0,beton,2017.0,2.45
9000,,63.5,2,,> 10,,inne,,52.231171999999994,21.0038329,,54.0,inne,2017.0,2.45
8990,,63.0,2,,> 10,,inne,,52.231171999999994,21.0038329,,52.0,inne,2017.0,2.45
4700,5000.0,51.0,2,kamienica,2,drewniane,miejskie,do zamieszkania,,,,5.0,cegła,1880.0,
2350,,46.5,2,blok,8,plastikowe,miejskie,do zamieszkania,52.248103,20.98658755,,9.0,,1966.0,23.0
13000,,116.0,3,kamienica,7,,gazowe,do zamieszkania,52.2241609,21.021072,,7.0,,2014.0,21.0
3000,3000.0,45.0,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.1855391,21.004877299999976,200.0,7.0,cegła,2016.0,35.0
8500,,57.0,2,apartamentowiec,10,aluminiowe,miejskie,,52.23174470000001,20.9961082,,44.0,inne,2014.0,11.0
9000,,57.0,2,,> 10,,miejskie,,52.23174470000001,20.9961082,,44.0,inne,2014.0,11.0
3350,,52.0,3,apartamentowiec,6,,miejskie,do zamieszkania,52.1757805,20.99952264,,8.0,,2019.0,41.0
15000,,141.0,4,apartamentowiec,5,,,,52.241505,21.026310000000002,,7.0,,2012.0,23.0
4600,,65.9,3,apartamentowiec,9,,,,52.237065,21.00235,,9.0,,2007.0,
8500,,108.0,3,apartamentowiec,7,,,,52.187976,20.99394,,7.0,,2012.0,40.0
4000,4000.0,58.0,2,apartamentowiec,2,,,,52.190658,21.01794,,8.0,,2012.0,23.0
8500,,72.28,2,kamienica,4,,,,,,,6.0,,1890.0,
6500,,60.0,2,kamienica,2,,,,52.235302000000004,21.02055,,5.0,,1900.0,18.0
8000,8000.0,135.0,4,apartamentowiec,2,,,,52.185735,21.0297,,3.0,,2005.0,35.0
13500,13500.0,127.0,4,apartamentowiec,7,,,,52.236866,21.02604,,7.0,,2015.0,21.0
10000,,102.9,3,apartamentowiec,9,,,,52.237469,21.00171,,11.0,,2009.0,14.433333333333334
7000,,85.0,3,apartamentowiec,4,,,,52.232464,21.03905,,6.0,,2018.0,21.0
4600,,57.01,2,apartamentowiec,6,drewniane,,,52.231283000000005,21.032610000000002,,8.0,,2015.0,17.0
7900,,90.0,2,apartamentowiec,2,,,,52.241505,21.026310000000002,,6.0,,2012.0,23.0
11000,,104.19,4,apartamentowiec,5,,,,52.234441,20.99159,,12.0,,2019.0,14.0
7800,,141.4,5,apartamentowiec,6,,,,52.193816,21.00695,,7.0,,,33.0
5000,5000.0,100.0,3,apartamentowiec,parter,,,,52.158035999999996,21.08076,,3.0,,2013.0,38.0
6500,,78.17,2,apartamentowiec,5,,,,,,,6.0,,2012.0,
20000,,202.0,7,apartamentowiec,6,,,,,,,6.0,,2012.0,
9000,,54.0,2,apartamentowiec,> 10,aluminiowe,,,,,,44.0,,2013.0,
5500,,85.0,3,kamienica,1,plastikowe,,,52.228895,21.05555,,2.0,,1949.0,24.0
26000,,212.0,5,apartamentowiec,4,drewniane,,,,,,5.0,,,
8000,,140.0,4,kamienica,parter,aluminiowe,,,52.208557,21.03156,,,,1960.0,24.0
4800,4800.0,66.49,2,apartamentowiec,parter,drewniane,,,52.190894,21.017210000000002,,3.0,,2015.0,22.0
7000,,100.0,3,apartamentowiec,5,,,,52.234407,21.01558,,6.0,,,16.0
24000,,230.0,4,apartamentowiec,3,,,,52.209398,21.03133,,5.0,,2008.0,25.0
8000,,78.41,4,apartamentowiec,2,,,,52.241505,21.026310000000002,,6.0,,2012.0,23.0
4500,,63.5,2,apartamentowiec,parter,drewniane,,,52.231559000000004,21.03143,,4.0,,2006.0,18.0
15000,,182.08,4,apartamentowiec,6,,,,52.203047999999995,21.03345,,8.0,,2009.0,24.0
9900,,107.03,3,apartamentowiec,> 10,,,,52.25423,20.99548,,17.0,,2010.0,23.0
3700,5000.0,68.0,3,apartamentowiec,parter,plastikowe,miejskie,do zamieszkania,52.2207025,20.9116552,,2.0,cegła,2014.0,37.0
15000,,145.0,4,apartamentowiec,2,,,,52.199663,21.0416,,6.0,,2001.0,34.0
5500,,80.0,3,kamienica,5,plastikowe,,,52.238198,21.02141,,6.0,,1821.0,18.0
6500,,105.22,4,apartamentowiec,2,,,,52.24159,21.025479999999998,,6.0,,2004.0,23.0
4500,,126.0,4,,parter,,,,52.222409999999996,21.00432,,5.0,,,15.0
3500,3500.0,60.0,3,kamienica,3,plastikowe,miejskie,do zamieszkania,52.244744705673334,20.997855456652832,550.0,3.0,cegła,1955.0,17.0
7500,7500.0,103.0,4,apartamentowiec,1,,,do zamieszkania,52.1764506,20.9935391,,6.0,,2017.0,36.0
2500,2800.0,40.0,2,blok,> 10,plastikowe,miejskie,do zamieszkania,52.234668799999994,20.9907818,300.0,15.0,beton,1972.0,14.0
2000,2000.0,28.0,1,blok,4,,,do zamieszkania,52.2336971,20.9940979,,15.0,,,14.0
4500,,126.0,4,kamienica,parter,,miejskie,do zamieszkania,52.222409999999996,21.00432,,5.0,,,15.0
2950,,48.75,2,apartamentowiec,5,,miejskie,do zamieszkania,52.2499323,21.061781,,8.0,cegła,2016.0,29.0
2420,,54.0,2,apartamentowiec,5,,miejskie,do zamieszkania,52.1788473,21.0277414,,8.0,pustak,2017.0,30.0
2500,,47.6,2,apartamentowiec,7,,miejskie,do zamieszkania,52.19891825,20.96500632,,7.0,pustak,2008.0,32.0
3300,,57.4,2,apartamentowiec,3,,miejskie,do zamieszkania,52.187618,21.057781,,6.0,,2016.0,42.0
4900,,96.0,3,,6,,,do zamieszkania,52.22579625,21.03815578,,7.0,,2002.0,18.0
2500,,46.0,2,blok,2,,,do zamieszkania,52.18316835,21.05101473,,4.0,,1970.0,36.0
3200,,51.0,2,,1,,,do zamieszkania,52.2255444,21.0066896,,4.0,cegła,1960.0,
2600,2400.0,55.0,2,blok,3,plastikowe,miejskie,,52.2588547,21.058069400000022,,,,2006.0,30.0
2700,2700.0,38.0,2,blok,1,,,do zamieszkania,52.2498873,21.037311199999998,,3.0,,,27.0
1900,1900.0,30.0,1,kamienica,1,plastikowe,miejskie,do zamieszkania,52.239834131580714,21.060338576983426,,5.0,cegła,1950.0,21.0
2700,2700.0,53.0,2,blok,parter,plastikowe,miejskie,do zamieszkania,,,1.0,4.0,cegła,1955.0,
4400,4400.0,90.0,3,kamienica,3,,miejskie,,52.2696502,20.979247100000002,,4.0,,1913.0,23.0
2200,,57.0,3,blok,2,plastikowe,miejskie,do zamieszkania,,,,2.0,,2010.0,
1800,,60.0,2,dom wolnostojący,parter,,inne,,52.28523,21.07667,,,cegła,1995.0,43.0
3500,,58.7,2,apartamentowiec,2,,miejskie,,52.23125,20.98995,,8.0,inne,2010.0,11.0
2000,,50.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.195069000000004,20.9048204,,5.0,cegła,2009.0,31.0
2500,2500.0,53.0,2,blok,2,plastikowe,gazowe,do zamieszkania,52.2369717,21.0936932,1.0,2.0,cegła,1990.0,35.0
22000,,133.0,3,blok,> 10,,miejskie,,52.23113,21.002470000000002,,54.0,,2017.0,4.1
5000,,108.51,3,apartamentowiec,9,,,,52.19416,21.0347,,9.0,,2004.0,44.0
30000,,372.0,5,apartamentowiec,8,,miejskie,,52.23012,20.99336,,8.0,,2012.0,11.0
19500,,132.0,3,blok,parter,,miejskie,,52.23113,21.002470000000002,,53.0,,2017.0,4.1
7500,,44.0,2,kamienica,1,,miejskie,,52.22289,21.00703,,4.0,,2018.0,16.0
8500,,90.0,2,apartamentowiec,3,,miejskie,,52.202,20.99565,,6.0,,2012.0,30.0
4900,,104.0,3,apartamentowiec,6,,,do zamieszkania,52.17099735,20.9979603,,6.0,,2014.0,38.0
10000,,177.0,6,kamienica,1,,miejskie,do zamieszkania,52.2243589,21.00795005,,3.0,cegła,1936.0,14.916666666666666
7500,,101.0,3,kamienica,3,,,do zamieszkania,52.2219604,21.0228381,,4.0,cegła,,23.0
3900,,46.0,2,apartamentowiec,1,,,do zamieszkania,52.1909367,21.0168785,,9.0,,2015.0,22.0
9000,,158.0,4,apartamentowiec,8,,,do zamieszkania,52.18561095,21.02302804,,12.0,,2000.0,32.0
10800,,151.0,4,kamienica,3,,inne,,52.222409999999996,21.01209,,6.0,,1912.0,19.0
13500,,156.0,3,apartamentowiec,5,,miejskie,,,,,5.0,,2013.0,
12000,,77.0,2,blok,> 10,,miejskie,,52.2354,21.00176,,44.0,,2015.0,
8000,,53.0,2,blok,> 10,,miejskie,,52.2354,21.00176,,44.0,,2015.0,
18000,,125.0,3,kamienica,3,,miejskie,,52.22968,21.01223,,5.0,,1922.0,8.0
16000,,180.0,4,kamienica,5,,miejskie,,52.23587,21.02137,,6.0,,1912.0,19.0
16000,,167.0,4,kamienica,1,,miejskie,,52.212759999999996,21.02366,,7.0,,2010.0,25.0
8500,,53.0,2,blok,10,,miejskie,,52.2354,21.00176,,44.0,,2015.0,
12000,,155.0,4,kamienica,1,,miejskie,,52.20155,21.0151,,3.0,,1913.0,25.0
14000,,160.0,3,apartamentowiec,5,,miejskie,,52.209790000000005,21.03066,,5.0,,2010.0,25.0
12000,,90.0,2,kamienica,2,,,,52.225770000000004,21.02603,,3.0,,1892.0,19.0
7900,,117.0,4,dom wolnostojący,parter,,miejskie,,52.17033,21.08932,,1.0,,2007.0,51.0
16830,,153.0,6,kamienica,6,,miejskie,,52.2222,21.015420000000002,,6.0,,1911.0,17.0
4300,,46.0,2,kamienica,2,,miejskie,,52.224959999999996,21.00884,,5.0,,2013.0,15.716666666666667
14000,,250.0,5,apartamentowiec,1,,miejskie,,52.18683,21.06382,,6.0,,1995.0,33.0
4000,,70.0,2,apartamentowiec,1,,miejskie,,52.20346,20.99557,,6.0,,2016.0,33.0
9900,,172.37,6,blok,4,,miejskie,,52.244609999999994,21.01215,,5.0,,1975.0,24.0
9200,,92.17,3,apartamentowiec,6,,miejskie,,52.22934,21.02383,,6.0,inne,2006.0,14.0
14000,,165.0,5,apartamentowiec,6,,miejskie,,52.240109999999994,21.02468,,7.0,,2006.0,24.0
3800,,60.0,2,kamienica,parter,,miejskie,do zamieszkania,52.242907200000005,21.018023,,5.0,cegła,1938.0,25.0
4500,,67.0,2,kamienica,2,,miejskie,,52.22968,21.01223,,6.0,,1912.0,8.0
3300,,28.0,1,kamienica,6,,miejskie,,52.23587,21.02137,,6.0,,1920.0,19.0
4000,,100.0,2,kamienica,1,,miejskie,,52.21735,20.97805,,4.0,cegła,1927.0,14.0
8900,,120.0,3,kamienica,2,,miejskie,,52.21454,21.02178,,5.0,cegła,1910.0,24.0
6500,,74.5,3,kamienica,2,,miejskie,,52.2306,21.02119,,2.0,,1879.0,11.0
2700,3000.0,75.0,3,kamienica,1,plastikowe,gazowe,do zamieszkania,52.28878729078605,21.065504343933114,,3.0,cegła,2002.0,38.0
12000,,144.57,4,apartamentowiec,5,,miejskie,,,,,5.0,inne,2009.0,
6000,,87.0,3,kamienica,3,,miejskie,,52.2232,21.01685,,5.0,,1930.0,16.0
3700,,57.0,2,,,,,,52.2235027,21.018524499999998,,,,,17.0
9500,,112.0,4,apartamentowiec,8,,miejskie,,52.23724,20.999879999999997,,10.0,,2005.0,14.0
2600,,55.0,2,,2,,,,52.23818,21.01081,,8.0,,1963.0,17.0
7500,,143.0,4,apartamentowiec,parter,,miejskie,,52.17323,21.05046,,3.0,,2000.0,40.0
15000,,250.0,5,kamienica,parter,,miejskie,,52.213640000000005,21.02188,,6.0,,1914.0,22.0
9210,,132.0,3,apartamentowiec,3,,miejskie,,52.20195,21.02672,,4.0,,2005.0,31.0
10000,,76.0,2,apartamentowiec,> 10,,miejskie,,52.2346,21.00112,,44.0,,2016.0,9.0
9000,,131.0,4,kamienica,2,,miejskie,,52.22968,21.01223,,5.0,,1925.0,8.0
7700,,134.0,4,apartamentowiec,> 10,,miejskie,,52.18877,20.98852,,12.0,,2010.0,45.0
3900,,49.0,2,apartamentowiec,1,,miejskie,,52.190940000000005,21.01688,,6.0,,2016.0,22.0
10900,,132.0,4,kamienica,2,,miejskie,,52.22117,21.02254,,6.0,,1936.0,21.0
6000,,98.0,3,kamienica,2,,miejskie,,52.21841,20.99837,,4.0,,1926.0,22.0
8500,,127.0,4,apartamentowiec,3,,miejskie,,52.2374,21.0295,,5.0,inne,2002.0,22.0
1500,,24.0,1,,2,,,,52.2925973,20.9394165,,10.0,inne,1975.0,38.0
10000,,151.98,6,kamienica,4,,miejskie,,52.2219,21.02214,,5.0,,1930.0,22.0
16000,,230.94,6,blok,4,,miejskie,,52.19658,20.9848,,4.0,inne,2006.0,33.0
11480,,164.0,6,kamienica,2,,miejskie,,52.23495,21.01827,,2.0,,1950.0,17.0
15000,,145.0,4,apartamentowiec,2,,miejskie,,,,,4.0,,2001.0,
12000,,156.0,4,apartamentowiec,4,,miejskie,,52.191320000000005,21.0539,,5.0,,1998.0,36.0
3900,,68.0,2,apartamentowiec,2,,miejskie,,52.23468,21.015929999999997,,8.0,,2008.0,17.0
12000,,115.0,4,apartamentowiec,4,,miejskie,,52.22979,21.03782,,5.0,inne,2007.0,21.0
11000,,64.0,2,blok,> 10,,miejskie,,52.225390000000004,20.99178,,54.0,,2017.0,6.0
22000,,197.0,5,kamienica,3,,miejskie,,52.226240000000004,21.02515,,6.0,,1906.0,18.0
9900,,133.0,4,apartamentowiec,1,,miejskie,,52.18476,21.03499,,4.0,,2010.0,42.0
18000,,230.0,5,,6,,,,52.22588,21.023239999999998,,6.0,,1930.0,18.0
6000,,163.2,5,kamienica,3,,inne,,52.25524,21.00556,,3.0,,2000.0,29.0
12000,,187.0,5,kamienica,4,,inne,,52.22266,21.01983,,4.0,,1930.0,18.0
3500,3500.0,65.0,3,blok,5,plastikowe,miejskie,do zamieszkania,52.2289856,20.9137738,1000.0,5.0,,2012.0,33.0
2600,3000.0,45.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.2595722,20.979911899999998,,,,2019.0,31.0
2450,2700.0,47.0,2,apartamentowiec,1,drewniane,miejskie,do zamieszkania,52.19862641016033,21.010193810034185,250.0,7.0,cegła,2004.0,22.0
5000,5000.0,124.0,4,,8,drewniane,miejskie,,52.1986108,21.046426399999998,,8.0,,2007.0,33.0
3000,3000.0,56.0,2,apartamentowiec,8,drewniane,miejskie,do zamieszkania,52.17384666098624,20.999678018620887,,8.0,cegła,,37.0
17000,17000.0,200.0,5,apartamentowiec,2,,,do zamieszkania,,,,2.0,,2015.0,
2000,2000.0,53.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.32130894,20.96508742,,4.0,cegła,2005.0,48.0
4700,4700.0,60.0,3,apartamentowiec,1,,,do zamieszkania,52.2092078,21.063625299999998,,3.0,,,38.0
1850,1850.0,21.0,1,blok,7,plastikowe,miejskie,do zamieszkania,52.15141486593305,21.028135425378423,1.0,7.0,wielka płyta,1970.0,37.0
2500,,41.52,2,blok,2,plastikowe,miejskie,do zamieszkania,,,,7.0,cegła,2014.0,
2500,3000.0,40.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.24168,21.08406,450.0,17.0,silikat,2018.0,32.0
1700,1800.0,38.0,1,,1,drewniane,gazowe,,52.34375870000001,20.9758497,,1.0,cegła,2010.0,59.0
1900,2500.0,45.0,2,blok,parter,plastikowe,miejskie,,52.244157360218,20.993592251343,388.0,3.0,cegła,1955.0,20.0
10500,,98.2,3,apartamentowiec,> 10,,miejskie,,52.23747,21.001720000000002,,11.0,,2010.0,14.45
25000,,160.0,4,apartamentowiec,> 10,,miejskie,,52.22968,21.01223,,43.0,,2013.0,8.0
8000,,159.0,5,apartamentowiec,1,,miejskie,,52.19566,20.987920000000003,,3.0,,2010.0,29.0
23000,,165.5,4,apartamentowiec,> 10,,miejskie,,52.23538,21.0015,,44.0,,2014.0,
25000,,170.0,4,kamienica,1,,miejskie,,52.2302,21.01833,,5.0,,1914.0,13.0
4800,,68.8,3,kamienica,1,,miejskie,,52.236959999999996,20.98207,,4.0,,1939.0,19.0
2750,,27.0,1,kamienica,3,,miejskie,,52.23615,21.0215,,6.0,,1912.0,19.0
7500,,169.3,5,blok,parter,,inne,,52.17323,21.05046,,3.0,,2001.0,40.0
12500,,135.0,3,apartamentowiec,8,,miejskie,,,,,9.0,,2007.0,
6000,,80.0,4,kamienica,2,drewniane,miejskie,,52.237360100000004,21.0260878,,5.0,cegła,1914.0,22.0
9500,,117.0,4,apartamentowiec,parter,,miejskie,,52.18441,21.03226,,3.0,,2011.0,38.0
7500,,90.0,3,apartamentowiec,2,,miejskie,,52.19416,21.0347,,5.0,,2015.0,44.0
5000,,120.0,3,apartamentowiec,9,,miejskie,,,,,10.0,,2000.0,
11000,,64.0,2,blok,> 10,,miejskie,,52.23113,21.002470000000002,,52.0,,2017.0,4.1
14900,,245.0,6,apartamentowiec,10,,miejskie,,52.235,20.99237,,10.0,,2003.0,15.0
7300,,136.0,4,kamienica,4,,miejskie,,52.20944,21.03121,,4.0,,1936.0,25.0
8000,,153.0,4,kamienica,parter,,miejskie,,52.2089,21.03612,,4.0,,2000.0,26.0
10000,,153.0,5,apartamentowiec,1,,miejskie,,52.1943,20.98706,,4.0,cegła,2010.0,35.0
9000,,158.0,4,apartamentowiec,8,,miejskie,,52.18571,21.02293,,12.0,,2004.0,32.0
3000,3000.0,40.0,2,blok,4,plastikowe,miejskie,do zamieszkania,52.22341265051461,20.9857909102478,490.0,12.0,,,18.0
4500,,74.0,2,blok,6,,miejskie,,52.22465,21.03783,,8.0,,1996.0,19.0
3100,,46.0,2,blok,4,drewniane,miejskie,do zamieszkania,52.199788899999994,21.046279199999997,,4.0,pustak,2017.0,32.0
2700,2700.0,48.0,2,kamienica,1,drewniane,miejskie,,52.247209999999995,21.0097684,,3.0,beton,1960.0,24.0
4500,,80.0,3,,2,,,,52.225518,21.01129,,5.0,,1992.0,16.0
2600,,30.0,1,apartamentowiec,4,,,,52.245647999999996,20.965529999999998,,6.0,,2018.0,33.0
2400,2500.0,37.0,2,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.261917700000005,20.9590478,400.0,8.0,cegła,2014.0,42.0
3500,3500.0,76.0,2,kamienica,3,drewniane,miejskie,do zamieszkania,52.207482949316024,21.01461849311523,,3.0,cegła,1936.0,27.0
1700,1700.0,50.0,2,kamienica,poddasze,drewniane,gazowe,do zamieszkania,52.270501,21.1502512,,2.0,pustak,2012.0,34.0
3400,3400.0,58.0,2,kamienica,1,drewniane,miejskie,do zamieszkania,52.20429658941453,21.003018422753907,,3.0,cegła,1936.0,27.0
2520,3000.0,39.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.1764506,20.9935391,330.0,7.0,cegła,2019.0,43.0
2550,3200.0,34.0,2,blok,parter,drewniane,miejskie,do zamieszkania,52.20046129999999,20.9629029,,5.0,cegła,2018.0,35.0
2350,,55.0,2,apartamentowiec,2,plastikowe,miejskie,do zamieszkania,52.316953999999996,21.0592891,,5.0,,2014.0,51.0
2950,3000.0,56.0,2,apartamentowiec,> 10,drewniane,miejskie,do zamieszkania,52.23214466502254,20.987692809753412,,,żelbet,2006.0,15.0
2200,,44.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.205799299999995,20.977108800000003,350.0,3.0,,1980.0,32.0
2300,2300.0,36.0,2,blok,4,plastikowe,miejskie,do zamieszkania,,,,5.0,silikat,2013.0,
3500,5000.0,50.0,2,apartamentowiec,> 10,plastikowe,miejskie,do zamieszkania,52.2340591,21.1133971,524.58,23.0,,2019.0,37.0
2200,2200.0,53.31,3,,4,plastikowe,,,,,,10.0,,,
3800,3800.0,43.0,2,apartamentowiec,3,,,,52.235711,20.98547,,,,2018.0,20.0
9000,,53.0,2,,10,,miejskie,,52.23174470000001,20.9961082,,44.0,inne,2014.0,11.0
2400,2400.0,42.0,2,blok,10,plastikowe,miejskie,do zamieszkania,52.2314071,21.072052399999997,1.0,15.0,,2006.0,28.0
1900,1900.0,38.0,1,blok,3,plastikowe,miejskie,do zamieszkania,52.29302127823254,20.94048322673645,,4.0,cegła,2000.0,40.0
2850,3000.0,41.0,2,apartamentowiec,6,drewniane,miejskie,do zamieszkania,52.23614,21.00817,,,inne,2018.0,12.383333333333333
1800,3000.0,25.0,1,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,,,1.0,4.0,żelbet,2019.0,
1550,2000.0,36.0,1,blok,10,plastikowe,miejskie,do zamieszkania,52.27727613577301,20.914057780950927,370.0,10.0,,2001.0,50.0
2000,3000.0,42.0,2,apartamentowiec,5,plastikowe,miejskie,do zamieszkania,52.2793037,20.972292899999996,530.0,6.0,żelbet,2019.0,32.0
2600,2600.0,51.0,2,blok,parter,drewniane,miejskie,do zamieszkania,52.219449303363206,20.89444709842529,,4.0,żelbet,2012.0,38.0
1700,1700.0,26.0,1,blok,parter,plastikowe,miejskie,do zamieszkania,52.20431212192335,20.982822784130853,350.0,3.0,cegła,1960.0,23.0
13000,13000.0,130.0,4,apartamentowiec,10,drewniane,miejskie,,52.234997899999996,20.992371300000002,,,,,15.0
8500,,53.0,2,,10,,miejskie,,52.23174470000001,20.9961082,,41.0,inne,2014.0,11.0
10000,,53.0,2,apartamentowiec,> 10,,miejskie,,52.23174470000001,20.9961082,,44.0,inne,2014.0,11.0
21990,48000.0,133.5,3,apartamentowiec,> 10,,miejskie,do zamieszkania,52.231171999999994,21.0038329,,54.0,beton,2017.0,2.45
16900,20000.0,100.0,2,apartamentowiec,> 10,,miejskie,do zamieszkania,52.231171999999994,21.0038329,,52.0,beton,2017.0,2.45
21990,48000.0,133.0,3,apartamentowiec,> 10,,miejskie,do zamieszkania,52.231171999999994,21.0038329,3500.0,54.0,beton,2017.0,2.45
2300,2000.0,50.0,3,blok,1,drewniane,gazowe,do zamieszkania,52.2197721516545,21.24492602523804,300.0,2.0,cegła,,53.0
2900,3000.0,45.87,2,apartamentowiec,4,,gazowe,do zamieszkania,52.153999847412,21.004000228882,,7.0,pustak,2019.0,57.0
2800,2800.0,57.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.23338,20.957179999999997,,7.0,cegła,2008.0,41.0
2500,,36.0,2,blok,3,plastikowe,miejskie,do zamieszkania,52.19817938687481,20.952969841308587,400.0,4.0,cegła,2019.0,44.0
3250,3250.0,45.0,2,blok,2,drewniane,miejskie,do zamieszkania,52.2306533,20.9756919,,8.0,pustak,2010.0,18.0
2850,3500.0,44.0,2,apartamentowiec,parter,plastikowe,miejskie,do zamieszkania,52.1855194,20.9951574,350.0,,beton komórkowy,2017.0,40.0
6990,10000.0,122.0,4,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.15978081083372,21.066311386006998,1100.0,4.0,cegła,2010.0,48.0
2100,2100.0,37.0,2,blok,2,plastikowe,miejskie,do zamieszkania,52.174378499999996,21.0082934,,10.0,wielka płyta,1970.0,38.0
7500,,62.0,2,,2,,,,52.2334809,21.03960473,,4.0,,2016.0,24.0
1900,,35.0,1,blok,3,,,do zamieszkania,52.1924656,21.0103884,,,,,31.0
6500,,104.0,4,,2,,,,52.241684,21.025419,,5.0,,2007.0,22.0
2070,2000.0,39.0,1,blok,1,drewniane,miejskie,do zamieszkania,,,280.0,3.0,cegła,2002.0,
3900,,60.0,2,,4,,,,52.238186,21.0213389,,6.0,,1938.0,18.0
3500,3500.0,50.0,2,apartamentowiec,4,plastikowe,miejskie,do zamieszkania,52.22413502900966,21.00856819931469,,7.0,beton,2010.0,15.533333333333333
7000,7000.0,81.0,3,blok,7,drewniane,miejskie,do zamieszkania,52.23805,21.02935,,7.0,beton komórkowy,2010.0,23.0
1950,1950.0,43.0,2,apartamentowiec,1,plastikowe,miejskie,do zamieszkania,,,200.0,3.0,beton komórkowy,2014.0,
2900,2900.0,48.0,2,kamienica,1,plastikowe,miejskie,do zamieszkania,52.23826270000001,21.022534699999998,,4.0,cegła,1936.0,21.0
3500,3500.0,70.0,3,blok,2,plastikowe,miejskie,do zamieszkania,52.219775123560076,20.89899446733398,1.0,6.0,inne,2019.0,37.0
9000,20000.0,121.0,5,blok,1,plastikowe,kotłownia,do zamieszkania,52.328275500000004,20.9565613,1000.0,3.0,,2007.0,59.0
2400,3000.0,40.0,2,blok,5,plastikowe,miejskie,do zamieszkania,52.2257559,20.897795000000002,350.0,5.0,żelbet,2016.0,40.0
2300,5500.0,55.0,2,apartamentowiec,4,drewniane,miejskie,do zamieszkania,52.2828459,21.046867499999962,,5.0,,2004.0,35.0
2300,2500.0,48.0,2,blok,5,,,do zamieszkania,,,400.0,6.0,,2018.0,
2700,3500.0,50.0,3,blok,parter,drewniane,miejskie,do zamieszkania,52.226729812547376,20.956707931213387,500.0,,,2019.0,21.0
2700,2700.0,42.0,2,blok,2,,,do zamieszkania,,,,3.0,,2016.0,
2300,2800.0,36.0,1,apartamentowiec,3,drewniane,miejskie,do zamieszkania,52.23215780706497,20.979388690643308,450.0,12.0,cegła,2018.0,21.0
2200,2200.0,32.0,2,blok,1,plastikowe,miejskie,do zamieszkania,52.267596999999995,21.054723899999995,150.0,10.0,wielka płyta,1979.0,33.0
1990,2000.0,30.0,1,blok,4,plastikowe,miejskie,do zamieszkania,52.2396568,20.9828857,0.1,10.0,,,24.0
2700,2700.0,27.0,2,blok,> 10,plastikowe,miejskie,do zamieszkania,52.240848799999995,21.002426100000005,,15.0,,,19.0
