Cena,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Okna,Rok budowy,Stan wykończenia,Czynsz,Forma własności,φ,λ,Ogrzewanie,Czas dojazdu do centrum
990000.0,92.0,3,wtórny,blok,1,1.0,cegła,plastikowe,2009.0,do zamieszkania,260 zł,pełna własność,,,gazowe,
499000.0,60.0,3,wtórny,blok,,,,plastikowe,,do zamieszkania,,spółdzielcze wł. z KW,,,miejskie,
600000.0,50.0,2,wtórny,blok,4,6.0,cegła,drewniane,2016.0,do zamieszkania,320 zł,pełna własność,52.2848995,20.9288291,miejskie,41.0
325000.0,32.0,2,pierwotny,,,,,,,,,,52.2296756,21.012228699999998,,8.0
250000.0,39.0,2,pierwotny,,,,,,,,,pełna własność,52.328987899999994,21.0076793,,61.0
380000.0,29.0,2,pierwotny,,,,,,,,,,52.233375099999996,20.9571835,,41.0
699000.0,89.14,4,wtórny,,5,5.0,cegła,drewniane,,do zamieszkania,800 zł,pełna własność,,,miejskie,
699000.0,74.0,3,wtórny,blok,4,4.0,,plastikowe,2008.0,do zamieszkania,800 zł,pełna własność,,,,
550000.0,47.39,2,wtórny,apartamentowiec,4,4.0,,plastikowe,2006.0,do zamieszkania,,,52.23614,21.00817,miejskie,12.383333333333333
430000.0,73.5,3,wtórny,blok,1,4.0,pustak,drewniane,2001.0,do wykończenia,600 zł,pełna własność,52.2618398,21.1735634,miejskie,32.0
762997.0,70.89,3,pierwotny,,7,8.0,,,2021.0,,,,52.25212,21.065479999999997,,29.0
760000.0,58.6,3,wtórny,blok,4,6.0,,,2013.0,do zamieszkania,520 zł,pełna własność,52.171850185856705,20.997323110961922,miejskie,43.0
495000.0,56.0,2,wtórny,blok,4,5.0,cegła,plastikowe,2008.0,do zamieszkania,420 zł,pełna własność,,,,
1240000.0,113.0,4,wtórny,blok,4,5.0,cegła,plastikowe,1979.0,do remontu,800 zł,pełna własność,52.203528999999996,21.011461399999998,miejskie,27.0
1188000.0,61.84,3,wtórny,apartamentowiec,> 10,22.0,cegła,plastikowe,2010.0,,,pełna własność,,,miejskie,
1080000.0,52.31,3,wtórny,apartamentowiec,> 10,22.0,cegła,plastikowe,2010.0,,,pełna własność,,,miejskie,
1080000.0,52.06,3,wtórny,apartamentowiec,> 10,22.0,cegła,plastikowe,2010.0,,,pełna własność,,,miejskie,
520000.0,55.3,3,wtórny,blok,6,10.0,cegła,plastikowe,1980.0,do zamieszkania,550 zł,spółdzielcze własnościowe,52.19346936347165,21.06770362543945,miejskie,44.0
584000.0,34.55,1,wtórny,blok,1,6.0,pustak,drewniane,2020.0,do wykończenia,450 zł,pełna własność,52.225862323350135,20.980955100708,miejskie,23.0
545000.0,44.0,2,wtórny,,1,3.0,,plastikowe,2018.0,do zamieszkania,,pełna własność,,,,
665000.0,62.0,3,wtórny,,5,,cegła,plastikowe,2018.0,do zamieszkania,600 zł,pełna własność,,,,
410000.0,34.0,2,wtórny,kamienica,1,4.0,cegła,plastikowe,1960.0,do zamieszkania,330 zł,pełna własność,,,,
445000.0,48.0,2,wtórny,blok,3,4.0,cegła,plastikowe,1959.0,do remontu,450 zł,spółdzielcze własnościowe,,,,
899000.0,65.0,3,wtórny,,9,17.0,,plastikowe,2018.0,do zamieszkania,600 zł,,,,,
295000.0,31.0,1,pierwotny,dom wolnostojący,parter,3.0,cegła,plastikowe,2020.0,do wykończenia,,pełna własność,52.29909415105614,20.88540133300782,gazowe,53.0
2300000.0,124.12,4,wtórny,kamienica,2,3.0,cegła,drewniane,1929.0,do zamieszkania,689 zł,pełna własność,52.23678495705585,21.05695918833008,gazowe,21.0
725000.0,55.0,2,wtórny,kamienica,parter,,cegła,plastikowe,,do zamieszkania,450 zł,pełna własność,52.2593633,21.001527300000003,miejskie,27.0
460000.0,41.2,2,wtórny,kamienica,1,3.0,cegła,plastikowe,1936.0,,,pełna własność,52.24155782,21.10915979,inne,33.0
325000.0,42.0,2,pierwotny,blok,2,3.0,cegła,plastikowe,2019.0,do wykończenia,,pełna własność,,,miejskie,
570000.0,57.0,3,pierwotny,blok,3,12.0,cegła,drewniane,2019.0,do wykończenia,400 zł,,52.227943599999996,20.9586224,miejskie,15.0
1554999.4,163.7,4,wtórny,apartamentowiec,parter,3.0,,drewniane,2000.0,do zamieszkania,,pełna własność,52.1732016,21.05050342,miejskie,35.0
980000.0,93.7,4,wtórny,blok,1,4.0,cegła,drewniane,2007.0,do zamieszkania,850 zł,pełna własność,52.157869,21.0807072,miejskie,40.0
770000.0,65.77,3,wtórny,apartamentowiec,2,10.0,,drewniane,2012.0,do zamieszkania,600 zł,pełna własność,52.16742824406154,21.011699751281732,miejskie,37.0
798000.0,87.3,4,wtórny,apartamentowiec,3,3.0,cegła,drewniane,2001.0,do zamieszkania,720 zł,pełna własność,52.13785,21.029120000000002,kotłownia,55.0
575000.0,55.0,3,wtórny,blok,10,10.0,żelbet,,1976.0,do zamieszkania,470 zł,,52.2735002,20.9329693,miejskie,46.0
500000.0,37.0,2,wtórny,blok,8,12.0,cegła,plastikowe,2018.0,do zamieszkania,,pełna własność,,,miejskie,
570000.0,54.0,2,wtórny,blok,1,5.0,cegła,plastikowe,2006.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
630000.0,58.0,2,wtórny,,parter,,,,2002.0,,,pełna własność,,,,
549440.0,55.0,2,wtórny,apartamentowiec,2,6.0,cegła,plastikowe,2001.0,do zamieszkania,600 zł,,,,miejskie,
698000.0,54.0,3,wtórny,apartamentowiec,3,3.0,inne,drewniane,2010.0,do zamieszkania,500 zł,pełna własność,52.1980759,20.978001100000004,miejskie,27.0
1240000.0,122.0,4,wtórny,blok,parter,5.0,,drewniane,2005.0,do zamieszkania,1 085 zł,spółdzielcze wł. z KW,52.1334047,21.0660575,miejskie,38.0
497000.0,57.0,2,wtórny,blok,1,3.0,cegła,plastikowe,2000.0,do zamieszkania,450 zł,spółdzielcze wł. z KW,,,miejskie,
1240000.0,122.0,5,wtórny,blok,parter,,,drewniane,2005.0,,1 085 zł,spółdzielcze wł. z KW,52.1334047,21.0660575,miejskie,38.0
569000.0,57.5,2,wtórny,blok,1,3.0,wielka płyta,plastikowe,1989.0,do zamieszkania,490 zł,pełna własność,,,miejskie,
430000.0,51.0,2,wtórny,blok,9,11.0,wielka płyta,,1970.0,do remontu,,spółdzielcze wł. z KW,,,miejskie,
420000.0,62.0,2,wtórny,,2,2.0,cegła,plastikowe,2005.0,do zamieszkania,300 zł,pełna własność,,,,
470000.0,52.0,2,wtórny,blok,parter,4.0,cegła,plastikowe,1986.0,do zamieszkania,,spółdzielcze własnościowe,,,,
385000.0,37.4,2,pierwotny,blok,3,10.0,wielka płyta,plastikowe,1978.0,,600 zł,spółdzielcze własnościowe,,,miejskie,
825000.0,93.32,4,wtórny,,2,12.0,cegła,plastikowe,2007.0,do zamieszkania,1 400 zł,pełna własność,,,,
1300000.0,110.9,3,wtórny,,6,7.0,,drewniane,2000.0,do zamieszkania,1 300 zł,pełna własność,,,,
1190000.0,63.0,3,wtórny,kamienica,2,3.0,cegła,drewniane,1938.0,do remontu,670 zł,pełna własność,,,,
999000.0,56.0,2,wtórny,kamienica,1,4.0,cegła,drewniane,1915.0,do zamieszkania,,pełna własność,52.22491640603426,21.008405133811408,miejskie,15.216666666666667
439900.0,60.0,3,wtórny,apartamentowiec,2,3.0,beton,plastikowe,2019.0,do zamieszkania,550 zł,pełna własność,52.33996254098591,21.047759405059818,kotłownia,49.0
365000.0,37.0,2,wtórny,blok,1,9.0,wielka płyta,plastikowe,1970.0,,350 zł,spółdzielcze własnościowe,52.231429007912816,20.93496422856059,miejskie,38.0
1300000.0,100.0,3,wtórny,,1,10.0,cegła,plastikowe,2011.0,do zamieszkania,1 100 zł,pełna własność,,,,
718770.0,95.46,4,pierwotny,blok,parter,3.0,cegła,plastikowe,2010.0,do zamieszkania,4 zł,pełna własność,52.20852879046879,20.895115174560548,kotłownia,40.0
419900.0,41.32,2,wtórny,blok,1,4.0,cegła,plastikowe,,do zamieszkania,450 zł,pełna własność,52.1827501,21.0574272,miejskie,33.0
744000.0,53.28,2,wtórny,apartamentowiec,2,7.0,cegła,plastikowe,2018.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
720000.0,61.0,2,wtórny,blok,2,10.0,,plastikowe,1964.0,do zamieszkania,726 zł,,,,,
520000.0,47.0,2,wtórny,blok,6,10.0,wielka płyta,plastikowe,1972.0,do zamieszkania,518 zł,spółdzielcze własnościowe,,,,
765451.0,73.1,3,wtórny,apartamentowiec,7,9.0,,plastikowe,1998.0,do zamieszkania,,spółdzielcze własnościowe,,,miejskie,
455000.0,42.0,2,wtórny,blok,2,10.0,inne,plastikowe,1970.0,do zamieszkania,360 zł,spółdzielcze wł. z KW,52.29332,20.92866,miejskie,42.0
490000.0,47.3,2,wtórny,,2,6.0,pustak,plastikowe,2015.0,do zamieszkania,600 zł,spółdzielcze wł. z KW,,,,
700000.0,50.0,2,wtórny,,2,4.0,,plastikowe,2019.0,do zamieszkania,560 zł,pełna własność,,,,
895000.0,69.0,3,wtórny,,parter,4.0,cegła,plastikowe,1990.0,do zamieszkania,800 zł,spółdzielcze wł. z KW,,,,
299900.0,23.5,1,wtórny,kamienica,2,4.0,cegła,plastikowe,1960.0,do zamieszkania,295 zł,spółdzielcze własnościowe,52.251051700000005,21.0966981,miejskie,41.0
818773.0,63.52,3,pierwotny,apartamentowiec,2,2.0,,,2019.0,do zamieszkania,500 zł,pełna własność,52.2126461,21.0601849,inne,36.0
988000.0,76.0,4,wtórny,blok,2,3.0,pustak,plastikowe,1996.0,do zamieszkania,800 zł,pełna własność,52.2337436,21.03378506,miejskie,20.0
360000.0,23.1,1,wtórny,blok,7,9.0,,,1964.0,,320 zł,pełna własność,,,,
750000.0,46.42,3,wtórny,kamienica,1,6.0,cegła,aluminiowe,1928.0,do zamieszkania,280 zł,pełna własność,,,,
1209000.0,84.13,3,wtórny,blok,parter,5.0,cegła,,2009.0,do zamieszkania,780 zł,pełna własność,,,,
840000.0,92.99,4,wtórny,blok,6,9.0,,plastikowe,2006.0,do zamieszkania,800 zł,pełna własność,,,,
375000.0,38.0,2,wtórny,blok,10,10.0,,plastikowe,,do remontu,420 zł,pełna własność,52.1740797,21.0051557,miejskie,40.0
1500000.0,113.0,5,wtórny,apartamentowiec,2,2.0,cegła,drewniane,2018.0,do zamieszkania,,pełna własność,52.17755559,21.0410632,miejskie,34.0
560000.0,46.0,2,wtórny,blok,3,6.0,,,2019.0,do wykończenia,,,,,,
2142683.0,126.67,4,pierwotny,apartamentowiec,2,4.0,inne,,,do wykończenia,,,,,,
543702.0,31.84,1,pierwotny,apartamentowiec,1,4.0,inne,,,do wykończenia,,,,,,
1134073.0,69.92,3,pierwotny,apartamentowiec,1,4.0,inne,,,do wykończenia,,,,,,
734814.0,44.86,2,pierwotny,apartamentowiec,1,4.0,inne,,,do wykończenia,,,,,,
1450000.0,109.0,4,wtórny,apartamentowiec,2,2.0,cegła,drewniane,2018.0,do zamieszkania,,pełna własność,52.1780079,21.04014102,miejskie,35.0
2042214.0,115.96,4,pierwotny,apartamentowiec,parter,4.0,inne,,,do wykończenia,,,,,,
528735.0,31.76,1,pierwotny,apartamentowiec,parter,4.0,inne,,,do wykończenia,,,,,,
1487646.0,98.9,4,pierwotny,apartamentowiec,parter,4.0,inne,,,do wykończenia,,,,,,
1409098.0,98.59,3,pierwotny,apartamentowiec,parter,4.0,inne,,,do wykończenia,,,,,,
942470.0,55.02,2,pierwotny,apartamentowiec,1,4.0,inne,,,do wykończenia,,,,,,
1819851.0,128.29,4,pierwotny,apartamentowiec,parter,4.0,inne,,,do wykończenia,,,,,,
730000.0,64.98,2,wtórny,,2,4.0,,,1991.0,,,pełna własność,52.19463,21.00606,,33.0
790000.0,96.0,4,wtórny,blok,2,4.0,,plastikowe,1995.0,do zamieszkania,,spółdzielcze wł. z KW,,,miejskie,
520054.0,58.2,4,pierwotny,apartamentowiec,5,5.0,inne,,2019.0,do wykończenia,,,52.2453919,21.0845187,,26.0
335000.0,26.0,1,wtórny,blok,8,10.0,cegła,plastikowe,1975.0,do zamieszkania,300 zł,spółdzielcze własnościowe,52.26934316471653,20.97448814072266,miejskie,28.0
499000.0,41.5,2,wtórny,,3,5.0,cegła,plastikowe,2017.0,do zamieszkania,300 zł,pełna własność,52.261203,21.0395681,miejskie,32.0
619799.0,78.59,2,pierwotny,apartamentowiec,2,5.0,inne,,2019.0,do wykończenia,,,52.2453919,21.0845187,,26.0
619799.0,78.59,4,pierwotny,apartamentowiec,1,5.0,inne,,2019.0,do wykończenia,,,52.2453919,21.0845187,,26.0
450000.0,38.4,2,wtórny,,> 10,15.0,,,1979.0,,,spółdzielcze wł. z KW,52.23245,20.96276,,27.0
560000.0,49.0,2,wtórny,blok,1,4.0,cegła,,1962.0,,,spółdzielcze własnościowe,52.2655,20.97231,miejskie,30.0
364625.0,24.31,1,pierwotny,blok,5,12.0,,,2019.0,do wykończenia,,pełna własność,52.227943599999996,20.9586224,,15.0
720680.0,84.29,4,pierwotny,apartamentowiec,1,7.0,inne,,,do wykończenia,,,52.1764506,20.9935391,,37.0
772905.0,90.93,4,pierwotny,apartamentowiec,parter,7.0,inne,,,do wykończenia,,,52.1764506,20.9935391,,37.0
674130.0,58.62,3,pierwotny,apartamentowiec,7,7.0,inne,,,do wykończenia,,,52.1764506,20.9935391,,37.0
655841.0,58.62,3,pierwotny,apartamentowiec,2,7.0,inne,,,do wykończenia,,,52.1764506,20.9935391,,37.0
661065.0,58.73,3,pierwotny,apartamentowiec,7,7.0,inne,,,do wykończenia,,,52.1764506,20.9935391,,37.0
654017.0,58.73,3,pierwotny,apartamentowiec,5,7.0,inne,,,do wykończenia,,,52.1764506,20.9935391,,37.0
219000.0,20.0,1,pierwotny,blok,9,24.0,,,,,,,52.226604537550536,20.956852967143764,,21.0
216900.0,19.0,1,pierwotny,apartamentowiec,5,26.0,,,,do remontu,,pełna własność,52.2389114,20.956124399999997,,32.0
650522.0,58.73,3,pierwotny,apartamentowiec,4,7.0,,,,do wykończenia,,,52.1764506,20.9935391,,37.0
643474.0,58.73,3,pierwotny,apartamentowiec,2,7.0,inne,,,do wykończenia,,,52.1764506,20.9935391,,37.0
615216.0,57.34,3,pierwotny,apartamentowiec,parter,7.0,inne,,2019.0,do wykończenia,,,52.1764506,20.9935391,,37.0
415000.0,42.0,2,wtórny,blok,parter,10.0,,plastikowe,,do zamieszkania,,spółdzielcze własnościowe,52.17607894051167,21.05981452275391,miejskie,38.0
744000.0,53.28,2,wtórny,apartamentowiec,2,7.0,pustak,,2018.0,do zamieszkania,,,52.189000305176,20.998999771118,miejskie,33.0
1136000.0,71.0,3,wtórny,apartamentowiec,2,16.0,cegła,,2016.0,,,pełna własność,52.231640000000006,20.97498,miejskie,25.0
550000.0,47.3,2,pierwotny,apartamentowiec,4,10.0,cegła,plastikowe,2006.0,do zamieszkania,470 zł,pełna własność,52.19003637300051,20.988678847485357,miejskie,40.0
1060000.0,98.0,4,pierwotny,,> 10,,,,,,,pełna własność,52.233375099999996,20.9571835,,41.0
550000.0,53.0,3,pierwotny,,,,,,,,,pełna własność,52.233375099999996,20.9571835,,41.0
969000.0,81.8,2,wtórny,apartamentowiec,9,17.0,,,,do zamieszkania,820 zł,pełna własność,52.182522251387546,21.026635718524165,miejskie,26.0
335000.0,26.5,1,wtórny,blok,10,10.0,wielka płyta,plastikowe,1970.0,do zamieszkania,250 zł,spółdzielcze wł. z KW,52.2451871,20.9908732,miejskie,20.0
388566.0,33.5,1,wtórny,blok,8,11.0,,,2001.0,do zamieszkania,382 zł,pełna własność,52.13323,21.03252,miejskie,69.0
529000.0,48.87,2,wtórny,,parter,4.0,,,1993.0,,,spółdzielcze wł. z KW,52.238609999999994,20.95972,,38.0
1700000.0,205.0,8,wtórny,apartamentowiec,3,4.0,cegła,plastikowe,1999.0,do zamieszkania,,,52.199006,20.9795,miejskie,29.0
357000.0,31.2,1,pierwotny,apartamentowiec,5,6.0,żelbet,plastikowe,2019.0,do wykończenia,,pełna własność,52.23212097632677,21.10937490084948,miejskie,39.0
399900.0,34.0,2,wtórny,apartamentowiec,1,6.0,inne,plastikowe,2019.0,,300 zł,pełna własność,,,miejskie,
390000.0,55.28,3,pierwotny,blok,2,2.0,pustak,plastikowe,2019.0,do wykończenia,560 zł,pełna własność,52.34081867890876,21.053264878295906,miejskie,54.0
560000.0,45.0,2,wtórny,kamienica,3,4.0,cegła,plastikowe,1950.0,do zamieszkania,,spółdzielcze wł. z KW,52.21102782073999,20.974321553442387,miejskie,24.0
619799.0,80.0,4,pierwotny,,3,5.0,,,2019.0,,,pełna własność,52.24808,21.08415,,34.0
765000.0,90.0,4,pierwotny,apartamentowiec,parter,7.0,,,2019.0,,,,52.17845,20.99515,miejskie,33.0
720000.0,80.0,3,pierwotny,apartamentowiec,1,5.0,,,2019.0,,,,52.17845,20.99515,miejskie,33.0
360000.0,47.18,2,pierwotny,,4,5.0,,,2020.0,,,,52.31115,20.99344,,40.0
392000.0,39.87,2,pierwotny,,3,4.0,,,2020.0,,,,52.16185,20.992729999999998,,44.0
403572.0,51.74,3,pierwotny,,3,5.0,,,2021.0,,,,52.34212,20.94225,,65.0
538451.2,68.26,3,pierwotny,,1,2.0,,,2020.0,,,,52.18864,20.86894,,32.0
1450000.0,161.8,5,wtórny,kamienica,3,4.0,cegła,drewniane,2000.0,do zamieszkania,,spółdzielcze własnościowe,,,inne,
499000.0,61.1,3,wtórny,blok,3,4.0,pustak,plastikowe,1990.0,do zamieszkania,520 zł,pełna własność,52.2598579,20.920123,miejskie,42.0
648600.0,47.0,2,wtórny,apartamentowiec,5,5.0,,plastikowe,,do wykończenia,,pełna własność,52.16057544691662,20.99419254486084,,46.0
389400.0,33.0,2,wtórny,blok,2,4.0,cegła,,2018.0,,,pełna własność,52.183170000000004,21.078670000000002,,43.0
425000.0,36.19,1,wtórny,kamienica,3,3.0,cegła,plastikowe,1958.0,do zamieszkania,"403,27 zł",pełna własność,52.216888700000005,20.9743655,miejskie,18.0
580000.0,51.0,2,wtórny,kamienica,3,3.0,żelbet,plastikowe,1961.0,do zamieszkania,450 zł,,52.1924656,21.0103884,miejskie,29.0
290000.0,21.0,1,pierwotny,,3,4.0,cegła,plastikowe,2018.0,do wykończenia,,,,,,
799000.0,90.0,4,wtórny,,2,3.0,cegła,plastikowe,2010.0,do wykończenia,811 zł,pełna własność,,,,
579000.0,81.76,3,wtórny,blok,4,4.0,,drewniane,2001.0,do zamieszkania,850 zł,pełna własność,,,,
399000.0,63.2,3,wtórny,blok,3,3.0,cegła,plastikowe,2006.0,do remontu,550 zł,,,,,
785000.0,77.5,3,wtórny,blok,2,12.0,,plastikowe,2001.0,do wykończenia,900 zł,spółdzielcze wł. z KW,,,,
785000.0,70.35,3,wtórny,,4,6.0,cegła,drewniane,2014.0,do zamieszkania,650 zł,pełna własność,,,,
500000.0,56.0,3,wtórny,blok,> 10,15.0,,plastikowe,1982.0,,509 zł,spółdzielcze własnościowe,,,,
760000.0,119.8,4,wtórny,blok,3,3.0,cegła,drewniane,2000.0,do wykończenia,900 zł,pełna własność,,,,
495000.0,49.0,1,wtórny,blok,1,4.0,inne,,1969.0,,,,52.23,20.94,,32.0
1645800.0,126.6,5,wtórny,apartamentowiec,3,8.0,cegła,,,,450 zł,pełna własność,,,,
660000.0,82.5,4,wtórny,blok,4,7.0,,,2007.0,do zamieszkania,450 zł,pełna własność,,,inne,
520000.0,39.5,2,wtórny,blok,3,,,plastikowe,,do zamieszkania,,spółdzielcze własnościowe,52.234543895704185,20.998426300585944,miejskie,9.0
399322.0,51.86,3,pierwotny,,,,,,,,,,52.2159708,21.0159074,,20.0
576756.0,45.06,2,pierwotny,,,,,,,,,,52.227943599999996,20.9586224,,15.0
470000.0,63.0,3,wtórny,blok,> 10,13.0,wielka płyta,plastikowe,1981.0,do remontu,790 zł,spółdzielcze własnościowe,,,miejskie,
2500000.0,84.42,3,wtórny,apartamentowiec,6,7.0,,drewniane,2010.0,do zamieszkania,1 000 zł,pełna własność,52.233965000000005,21.0166156,miejskie,17.0
340000.0,28.0,1,pierwotny,,parter,6.0,,,,,,,52.2641,21.04276,,34.0
300000.0,32.05,2,wtórny,,parter,4.0,,,,,,,52.202490000000004,20.88503,,44.0
499000.0,61.5,3,wtórny,blok,3,4.0,cegła,,2009.0,do zamieszkania,697 zł,pełna własność,,,miejskie,
680000.0,67.62,3,wtórny,blok,parter,4.0,cegła,plastikowe,2018.0,do zamieszkania,550 zł,spółdzielcze własnościowe,52.28357018077898,21.06514111903718,miejskie,46.0
437000.0,38.0,2,wtórny,,4,10.0,,,1974.0,do zamieszkania,,spółdzielcze wł. z KW,52.2227408,21.06586641,miejskie,28.0
834000.0,69.5,2,wtórny,kamienica,3,3.0,cegła,plastikowe,1938.0,do zamieszkania,630 zł,pełna własność,,,miejskie,
925000.0,118.0,5,wtórny,dom wolnostojący,parter,2.0,cegła,,2019.0,,,pełna własność,52.2817,21.07261,miejskie,43.0
360000.0,25.0,1,wtórny,,2,5.0,,,,,,,52.24382,20.98411,,27.0
736593.0,61.95,3,pierwotny,apartamentowiec,6,8.0,inne,,,do wykończenia,,,52.2581206,21.0401514,,27.0
480000.0,51.0,2,wtórny,kamienica,2,2.0,cegła,plastikowe,,do zamieszkania,,pełna własność,52.24522279999999,21.109319600000003,inne,39.0
1204000.0,140.0,5,pierwotny,kamienica,3,3.0,cegła,drewniane,2020.0,do wykończenia,,pełna własność,52.24522,21.098208,gazowe,33.0
1821131.0,167.14,4,pierwotny,apartamentowiec,,8.0,inne,,,do wykończenia,,,52.2581206,21.0401514,,27.0
395000.0,24.0,1,wtórny,kamienica,3,4.0,cegła,plastikowe,1930.0,do zamieszkania,350 zł,pełna własność,52.21514051385393,20.97634061376953,miejskie,19.0
839999.0,60.0,2,wtórny,kamienica,5,6.0,,,1957.0,,703 zł,pełna własność,52.2312476,21.0158549,,16.0
340000.0,36.0,2,wtórny,blok,4,4.0,wielka płyta,plastikowe,1963.0,do zamieszkania,400 zł,spółdzielcze własnościowe,52.24811899762068,21.096521958691405,miejskie,38.0
4500000.0,250.0,6,wtórny,,,5.0,,drewniane,1902.0,,,,52.225125,21.026715,miejskie,21.0
1315000.0,132.4,4,wtórny,apartamentowiec,4,4.0,,,2008.0,,,,52.155049,21.082320000000003,,47.0
2900000.0,200.0,4,wtórny,apartamentowiec,6,7.0,,aluminiowe,2008.0,,,pełna własność,,,miejskie,
1123000.0,76.0,3,pierwotny,apartamentowiec,6,6.0,inne,,,do wykończenia,,,52.261072399999996,21.043121399999997,,32.0
953900.0,70.04,4,pierwotny,apartamentowiec,6,6.0,inne,,,do wykończenia,,,52.261072399999996,21.043121399999997,,32.0
485000.0,50.5,3,wtórny,blok,parter,5.0,beton,plastikowe,1963.0,do zamieszkania,480 zł,pełna własność,52.19106869058365,20.896192534484868,miejskie,39.0
1082900.0,79.43,4,pierwotny,apartamentowiec,6,6.0,inne,,,do wykończenia,,,52.261072399999996,21.043121399999997,,32.0
1512700.0,108.05,4,pierwotny,blok,4,5.0,,,,,,,52.136585700000005,21.0502547,,41.0
2099860.0,149.99,5,pierwotny,blok,5,5.0,,,,,,,52.136585700000005,21.0502547,,41.0
784000.0,58.14,2,wtórny,apartamentowiec,parter,5.0,cegła,,2019.0,do wykończenia,,,52.1832602,21.026451100000003,miejskie,29.0
1385784.0,162.08,5,pierwotny,apartamentowiec,2,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
260000.0,34.0,2,pierwotny,,,,,,,,,pełna własność,52.328987899999994,21.0076793,,61.0
1101353.0,124.87,5,pierwotny,apartamentowiec,1,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
789075.0,90.18,4,pierwotny,apartamentowiec,1,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
315000.0,27.1,1,wtórny,blok,8,10.0,beton,plastikowe,1971.0,do remontu,268 zł,spółdzielcze wł. z KW,52.18745429999999,21.0600767,miejskie,41.0
973875.0,111.3,5,pierwotny,apartamentowiec,parter,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
718531.0,86.57,4,pierwotny,apartamentowiec,parter,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
470000.0,43.42,2,wtórny,blok,parter,3.0,cegła,plastikowe,1964.0,do wykończenia,400 zł,pełna własność,,,,
515549.0,59.67,3,pierwotny,apartamentowiec,parter,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
737743.0,84.41,4,pierwotny,apartamentowiec,7,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
453000.0,81.51,4,pierwotny,,,,,,,,,,52.33391470000001,21.0165847,,63.0
391000.0,64.02,3,pierwotny,,,,,,,,,,52.33391470000001,21.0165847,,63.0
456000.0,41.5,2,wtórny,blok,4,4.0,cegła,plastikowe,1970.0,,,,52.26,20.96,,39.0
721000.0,66.03,4,pierwotny,blok,4,5.0,inne,plastikowe,2020.0,,,,52.26,21.04,,30.0
465000.0,40.51,2,pierwotny,blok,2,5.0,inne,plastikowe,2020.0,,,,52.26,21.04,,30.0
695895.0,80.08,4,pierwotny,apartamentowiec,2,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
1336478.0,80.0,3,pierwotny,apartamentowiec,9,9.0,,,2020.0,do wykończenia,,pełna własność,,,miejskie,
730047.0,84.01,4,pierwotny,apartamentowiec,4,2.0,inne,,2019.0,do wykończenia,,,52.1616086,21.124689899999996,,63.0
649000.0,53.4,2,wtórny,blok,3,4.0,pustak,drewniane,2010.0,do zamieszkania,420 zł,pełna własność,52.1608237,21.0780113,miejskie,46.0
749000.0,80.98,4,wtórny,blok,8,8.0,wielka płyta,plastikowe,1983.0,do zamieszkania,1 360 zł,spółdzielcze wł. z KW,52.1450559,21.045362,miejskie,40.0
680000.0,65.88,3,wtórny,blok,2,2.0,pustak,,2018.0,do zamieszkania,649 zł,pełna własność,52.2105686,21.0718362,miejskie,41.0
595000.0,52.1,3,wtórny,,3,5.0,pustak,,2007.0,do zamieszkania,575 zł,pełna własność,52.184909999999995,21.08136,,48.0
535000.0,56.6,3,wtórny,blok,3,5.0,wielka płyta,plastikowe,1974.0,do zamieszkania,540 zł,spółdzielcze własnościowe,52.188962,21.049875,miejskie,40.0
469000.0,34.96,2,wtórny,blok,7,12.0,wielka płyta,plastikowe,1977.0,do zamieszkania,450 zł,pełna własność,52.1939955,21.0620388,miejskie,41.0
651542.0,75.41,4,pierwotny,apartamentowiec,1,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
449000.0,37.1,1,wtórny,apartamentowiec,2,11.0,cegła,,2006.0,,,pełna własność,52.18307,21.009079999999997,miejskie,35.0
732000.0,62.98,3,wtórny,blok,2,4.0,beton komórkowy,plastikowe,2010.0,do zamieszkania,600 zł,pełna własność,,,miejskie,
735000.0,76.06,3,wtórny,blok,1,10.0,wielka płyta,plastikowe,1974.0,do zamieszkania,850 zł,spółdzielcze wł. z KW,,,miejskie,
287000.0,32.0,1,wtórny,blok,1,3.0,cegła,drewniane,2016.0,do zamieszkania,350 zł,pełna własność,52.338063299999995,20.966022199999998,miejskie,59.0
659000.0,71.3,4,wtórny,blok,6,6.0,pustak,plastikowe,2008.0,do zamieszkania,840 zł,pełna własność,,,miejskie,
497648.0,59.67,3,pierwotny,apartamentowiec,parter,2.0,inne,,,do wykończenia,,,52.1616086,21.124689899999996,,63.0
575000.0,47.9,2,wtórny,apartamentowiec,1,7.0,inne,,2014.0,,,,,,,
