Cena,Powierzchnia,Liczba pokoi,Rynek,Rodzaj zabudowy,Piętro,Liczba pięter,Materiał budynku,Okna,Rok budowy,Stan wykończenia,Czynsz,Forma własności,φ,λ,Ogrzewanie,Czas dojazdu do centrum
845000.0,63.0,2,wtórny,blok,6,7.0,cegła,plastikowe,1997.0,,600 zł,pełna własność,,,,
499000.0,30.0,2,wtórny,blok,2,15.0,,plastikowe,1980.0,,350 zł,spółdzielcze wł. z KW,,,miejskie,
675000.0,73.0,3,wtórny,blok,2,4.0,cegła,plastikowe,2004.0,do zamieszkania,,pełna własność,52.19405689999999,20.9072108,kotłownia,31.0
841269.0,69.77,3,pierwotny,apartamentowiec,2,9.0,,,2021.0,do wykończenia,800 zł,pełna własność,52.25699648,20.98916173,miejskie,23.0
326000.0,29.0,1,pierwotny,,5,,,,,do wykończenia,,,52.232456799999994,20.9722405,,25.0
241000.0,18.0,1,pierwotny,,4,,,,,do wykończenia,,,52.232456799999994,20.9722405,,25.0
353000.0,50.0,2,pierwotny,,4,,,,,,,,52.3411885,20.9407195,,63.0
362000.0,49.0,2,pierwotny,,parter,,,,,,,,52.3411885,20.9407195,,63.0
271000.0,31.0,2,pierwotny,,parter,,,,,,,,52.3411885,20.9407195,,63.0
341000.0,47.0,2,pierwotny,,4,,,,,,,,52.3411885,20.9407195,,63.0
389000.0,52.0,3,pierwotny,,4,,,,,,,,52.3411885,20.9407195,,63.0
518000.0,42.0,2,pierwotny,,4,,,,,,,,52.2350158,21.0059342,,9.716666666666667
553000.0,51.0,3,pierwotny,,2,,,,,,,,52.2350158,21.0059342,,9.716666666666667
427000.0,58.0,3,wtórny,blok,5,5.0,,,2019.0,do wykończenia,,pełna własność,52.3071216,20.9887455,,47.0
460000.0,68.0,3,wtórny,blok,2,5.0,,,2019.0,do wykończenia,,pełna własność,52.3071216,20.9887455,,47.0
595000.0,60.3,3,pierwotny,blok,3,7.0,inne,plastikowe,2020.0,do wykończenia,,pełna własność,,,miejskie,
899000.0,127.0,5,wtórny,blok,parter,4.0,cegła,drewniane,1997.0,do zamieszkania,,spółdzielcze wł. z KW,52.24272346661539,20.920705201110838,miejskie,36.0
1234620.0,129.9,5,wtórny,blok,2,2.0,pustak,plastikowe,2017.0,do wykończenia,400 zł,pełna własność,,,miejskie,
895000.0,74.3,3,wtórny,apartamentowiec,2,4.0,inne,,2009.0,,,pełna własność,52.16684,21.07526,miejskie,44.0
520000.0,42.2,1,wtórny,blok,1,4.0,cegła,,1965.0,,,pełna własność,52.233090000000004,21.062520000000003,miejskie,23.0
379000.0,25.3,3,wtórny,kamienica,1,6.0,cegła,,1955.0,,,pełna własność,52.22813,20.996589999999998,miejskie,13.0
509000.0,51.91,3,wtórny,blok,1,3.0,,,2018.0,,,pełna własność,52.27762,21.0858,miejskie,43.0
469000.0,46.2,2,wtórny,apartamentowiec,2,8.0,inne,,2019.0,,,pełna własność,52.23153,21.10909,miejskie,43.0
685437.0,69.63,3,pierwotny,apartamentowiec,3,5.0,,,2020.0,do wykończenia,,pełna własność,52.19611927,21.01485372,miejskie,23.0
1830000.0,184.0,5,pierwotny,,,,,,,,,pełna własność,52.233375099999996,20.9571835,miejskie,41.0
285000.0,42.0,2,pierwotny,blok,,5.0,cegła,,,,,pełna własność,,,,
261000.0,31.0,2,pierwotny,blok,1,5.0,cegła,,,,,pełna własność,52.3411885,20.9407195,,63.0
750000.0,55.0,3,wtórny,kamienica,2,7.0,,plastikowe,1953.0,do zamieszkania,490 zł,pełna własność,52.24138202275768,20.990627556565308,miejskie,20.0
292000.0,40.0,2,pierwotny,blok,2,5.0,cegła,,,,,,,,,
412000.0,30.5,2,pierwotny,apartamentowiec,5,23.0,cegła,aluminiowe,,,,pełna własność,52.22737843501886,20.956583921148678,miejskie,20.0
253000.0,31.3,2,pierwotny,blok,4,5.0,cegła,plastikowe,,,,pełna własność,,,miejskie,
880000.0,121.36,4,wtórny,apartamentowiec,parter,2.0,pustak,plastikowe,2017.0,do wykończenia,,pełna własność,,,gazowe,
520000.0,42.0,1,wtórny,blok,1,4.0,cegła,plastikowe,,do zamieszkania,,,,,miejskie,
286000.0,40.3,2,pierwotny,blok,2,5.0,cegła,plastikowe,2020.0,,,pełna własność,52.34248909677609,20.941255542327877,miejskie,67.0
665940.0,66.04,3,pierwotny,apartamentowiec,1,6.0,,,2020.0,do wykończenia,,pełna własność,52.1845982,21.04289532,miejskie,39.0
228505.0,18.2,1,pierwotny,apartamentowiec,,26.0,,,,,,,52.22741786536727,20.956476632788085,,20.0
469000.0,32.0,2,pierwotny,apartamentowiec,5,11.0,cegła,aluminiowe,,,,pełna własność,52.22644065136481,20.955892539672853,miejskie,20.0
569200.0,51.0,3,pierwotny,blok,3,12.0,cegła,drewniane,2018.0,,,pełna własność,52.22718128275156,20.956047479345703,miejskie,20.0
1621951.0,133.0,1,pierwotny,apartamentowiec,parter,11.0,cegła,aluminiowe,2018.0,,,pełna własność,52.22671576674199,20.956811045507813,miejskie,21.0
500000.0,53.7,3,wtórny,blok,7,12.0,wielka płyta,plastikowe,1975.0,do remontu,500 zł,pełna własność,52.19233814884879,21.06675948786621,miejskie,39.0
1099000.0,85.0,4,wtórny,apartamentowiec,3,4.0,cegła,drewniane,2010.0,do zamieszkania,800 zł,pełna własność,52.15587408095408,21.08234574976807,miejskie,44.0
230000.0,20.1,1,pierwotny,,,,,,,,,,52.2296756,21.012228699999998,,8.0
380000.0,29.0,1,wtórny,apartamentowiec,5,5.0,pustak,plastikowe,2017.0,do zamieszkania,350 zł,pełna własność,52.246270571482576,20.90006901131446,miejskie,44.0
448000.0,31.0,1,wtórny,blok,3,8.0,cegła,drewniane,2002.0,do remontu,250 zł,pełna własność,52.14497787299078,21.053570294971983,miejskie,41.0
450000.0,48.3,2,wtórny,blok,1,10.0,inne,,1975.0,,,pełna własność,52.26863,20.96319,miejskie,34.0
540000.0,58.0,3,wtórny,blok,1,11.0,,plastikowe,1980.0,do wykończenia,550 zł,spółdzielcze własnościowe,,,,
559950.0,37.33,2,wtórny,apartamentowiec,2,6.0,żelbet,plastikowe,2019.0,do zamieszkania,270 zł,pełna własność,52.252665500000006,21.0794774,miejskie,36.0
580000.0,40.0,2,wtórny,blok,4,16.0,inne,plastikowe,1960.0,do zamieszkania,280 zł,pełna własność,52.238222358600204,21.004378314294442,miejskie,15.666666666666666
3000000.0,170.0,5,wtórny,kamienica,5,5.0,cegła,drewniane,1880.0,do zamieszkania,,pełna własność,52.233094847447404,21.014643477720337,miejskie,13.0
660000.0,57.0,2,wtórny,blok,1,4.0,cegła,drewniane,2009.0,do zamieszkania,,pełna własność,52.1608237,21.0780113,miejskie,46.0
1150000.0,70.0,3,wtórny,apartamentowiec,1,5.0,cegła,plastikowe,2013.0,do zamieszkania,600 zł,pełna własność,,,miejskie,
495825.0,60.1,3,pierwotny,apartamentowiec,5,5.0,silikat,plastikowe,2020.0,do wykończenia,,pełna własność,52.238628799999994,21.137590399999997,miejskie,28.0
520000.0,38.0,2,wtórny,kamienica,parter,4.0,cegła,plastikowe,1960.0,do zamieszkania,400 zł,spółdzielcze wł. z KW,52.2083838,20.970459100000003,miejskie,29.0
238234.0,25.21,1,pierwotny,apartamentowiec,1,4.0,silikat,plastikowe,2021.0,do wykończenia,,pełna własność,52.239039,21.1109131,miejskie,39.0
349313.0,55.01,3,pierwotny,apartamentowiec,3,4.0,silikat,plastikowe,2021.0,do wykończenia,,pełna własność,52.258440500000006,21.1268743,miejskie,52.0
217064.0,25.24,1,pierwotny,apartamentowiec,1,4.0,silikat,plastikowe,2021.0,do wykończenia,,pełna własność,52.258440500000006,21.1268743,miejskie,52.0
1860000.0,135.0,4,wtórny,apartamentowiec,3,3.0,cegła,,1996.0,do zamieszkania,1 000 zł,pełna własność,52.1560408,21.030451100000004,miejskie,37.0
535000.0,51.0,2,wtórny,apartamentowiec,1,4.0,cegła,plastikowe,2010.0,do zamieszkania,520 zł,pełna własność,52.245884499999995,21.114411899999997,miejskie,41.0
729000.0,63.5,3,wtórny,,3,3.0,wielka płyta,plastikowe,1989.0,do zamieszkania,600 zł,spółdzielcze wł. z KW,52.13775765,21.04546263,miejskie,47.0
350000.0,31.06,2,wtórny,blok,6,10.0,,plastikowe,197.0,do zamieszkania,500 zł,pełna własność,52.1751483,21.0128004,miejskie,32.0
392000.0,39.87,2,pierwotny,apartamentowiec,1,4.0,silikat,plastikowe,2020.0,do wykończenia,,pełna własność,52.1635812,20.9922671,miejskie,40.0
328000.0,30.81,1,pierwotny,apartamentowiec,1,8.0,silikat,plastikowe,2021.0,do wykończenia,,pełna własność,52.2340627,21.102957,miejskie,37.0
640000.0,63.0,3,wtórny,blok,10,10.0,wielka płyta,plastikowe,1980.0,do zamieszkania,600 zł,spółdzielcze własnościowe,52.1470226,21.04822311,miejskie,34.0
397740.0,37.88,2,wtórny,,parter,2.0,silikat,drewniane,2019.0,,,pełna własność,,,miejskie,
850000.0,60.0,3,wtórny,kamienica,2,3.0,cegła,plastikowe,1950.0,do zamieszkania,541 zł,pełna własność,,,miejskie,
435000.0,68.2,3,wtórny,blok,3,3.0,pustak,,2011.0,do zamieszkania,600 zł,pełna własność,52.3607109,21.0366412,miejskie,73.0
490000.0,35.2,1,wtórny,blok,10,11.0,,plastikowe,1964.0,do remontu,400 zł,pełna własność,,,,
790000.0,69.0,3,wtórny,kamienica,4,4.0,cegła,plastikowe,1928.0,do zamieszkania,306 zł,pełna własność,52.205162641644534,21.003197032788087,gazowe,27.0
1190000.0,155.0,5,pierwotny,apartamentowiec,,1.0,cegła,aluminiowe,2020.0,do wykończenia,,pełna własność,,,gazowe,
489000.0,49.9,3,wtórny,,8,11.0,,plastikowe,1972.0,do zamieszkania,450 zł,spółdzielcze własnościowe,,,miejskie,
246945.0,30.3,2,pierwotny,,5,5.0,,,2021.0,,,,52.25847,21.12687,,52.0
219472.0,25.52,1,pierwotny,,2,5.0,,,2021.0,,,,52.25847,21.12687,,52.0
1450000.0,85.0,3,wtórny,apartamentowiec,3,6.0,cegła,plastikowe,2008.0,do zamieszkania,865 zł,pełna własność,52.20832599903439,21.00301080370484,miejskie,25.0
790000.0,98.0,4,wtórny,apartamentowiec,3,4.0,cegła,drewniane,1995.0,do zamieszkania,950 zł,spółdzielcze własnościowe,52.130157399999995,21.064259,miejskie,39.0
379000.0,40.9,2,wtórny,blok,3,4.0,cegła,plastikowe,1964.0,do zamieszkania,400 zł,spółdzielcze własnościowe,52.1910174,20.896371600000002,miejskie,39.0
699000.0,94.0,4,wtórny,blok,2,2.0,cegła,plastikowe,2012.0,do zamieszkania,263 zł,pełna własność,52.20354377384135,21.17130862432862,gazowe,35.0
254000.0,32.0,2,wtórny,apartamentowiec,2,,,,,,,pełna własność,52.34211912047152,20.94108626455464,,66.0
254000.0,32.0,2,pierwotny,blok,3,5.0,cegła,,,,8 zł,pełna własność,52.34180361689508,20.941350409755714,,65.0
349000.0,52.0,3,pierwotny,apartamentowiec,,,,,,,,pełna własność,52.341835257402714,20.94076630082718,,66.0
410000.0,53.0,2,wtórny,blok,1,4.0,cegła,plastikowe,1999.0,do zamieszkania,570 zł,pełna własność,52.3320224,20.9357309,miejskie,55.0
305000.0,28.7,1,pierwotny,blok,2,3.0,pustak,plastikowe,2012.0,do zamieszkania,280 zł,pełna własność,,,miejskie,
750000.0,112.5,5,wtórny,blok,1,3.0,pustak,plastikowe,1999.0,do zamieszkania,530 zł,pełna własność,52.2087201,21.078109100000002,gazowe,38.0
309000.0,30.0,1,pierwotny,blok,parter,,pustak,plastikowe,2019.0,do wykończenia,290 zł,,,,miejskie,
588000.0,60.0,3,wtórny,blok,2,3.0,żelbet,plastikowe,1983.0,do zamieszkania,650 zł,spółdzielcze wł. z KW,52.141720299999996,21.05817009,miejskie,36.0
309000.0,25.0,1,wtórny,,2,,wielka płyta,plastikowe,,do zamieszkania,,pełna własność,52.233940000000004,21.05953,miejskie,22.0
285000.0,32.5,1,wtórny,blok,parter,3.0,pustak,,2003.0,do zamieszkania,400 zł,pełna własność,,,miejskie,
340000.0,44.0,2,wtórny,blok,1,,wielka płyta,plastikowe,,do remontu,,pełna własność,52.23992,21.099529999999998,miejskie,37.0
245000.0,31.5,1,pierwotny,blok,1,3.0,beton komórkowy,plastikowe,2019.0,do wykończenia,260 zł,pełna własność,,,miejskie,
310000.0,35.0,1,wtórny,blok,7,12.0,wielka płyta,plastikowe,,do wykończenia,300 zł,pełna własność,,,miejskie,
450000.0,52.7,2,wtórny,blok,parter,3.0,pustak,plastikowe,2000.0,do zamieszkania,430 zł,pełna własność,,,miejskie,
550000.0,64.0,3,pierwotny,blok,2,10.0,pustak,plastikowe,1989.0,do zamieszkania,650 zł,pełna własność,,,miejskie,
540000.0,52.0,2,wtórny,blok,parter,3.0,pustak,plastikowe,2010.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
612000.0,68.0,3,wtórny,blok,5,5.0,cegła,plastikowe,2006.0,do zamieszkania,480 zł,pełna własność,,,miejskie,
888000.0,73.33,3,wtórny,blok,4,7.0,cegła,drewniane,2017.0,do zamieszkania,641 zł,pełna własność,,,miejskie,
479844.0,44.43,2,pierwotny,blok,1,,,,,do wykończenia,,pełna własność,52.22297879999999,20.939500199999998,,34.0
560000.0,46.9,2,wtórny,blok,1,11.0,,,2008.0,do zamieszkania,,pełna własność,,,,
375000.0,30.0,2,wtórny,blok,7,10.0,żelbet,,1975.0,,,spółdzielcze własnościowe,,,miejskie,
995000.0,81.5,3,pierwotny,blok,3,4.0,cegła,drewniane,2019.0,do wykończenia,,pełna własność,52.1627893,21.079652300000003,miejskie,48.0
860000.0,60.0,2,wtórny,kamienica,1,,cegła,drewniane,,,,pełna własność,52.2387396,21.02494139999999,miejskie,24.0
890000.0,89.0,4,wtórny,blok,5,5.0,beton,plastikowe,2007.0,do zamieszkania,790 zł,pełna własność,52.2591528,20.9362529,miejskie,39.0
359000.0,30.0,1,wtórny,,1,10.0,,plastikowe,,do zamieszkania,240 zł,spółdzielcze wł. z KW,,,,
639400.0,84.7,4,pierwotny,,1,,silikat,,2019.0,do wykończenia,,pełna własność,52.2369611,21.1300113,miejskie,42.0
500600.0,64.6,3,pierwotny,,1,5.0,silikat,,2020.0,do wykończenia,,pełna własność,52.2369611,21.1300113,miejskie,42.0
277700.0,43.4,2,pierwotny,blok,1,2.0,,,2020.0,do wykończenia,300 zł,pełna własność,52.3241804,21.069108399999998,,49.0
559000.0,52.0,2,wtórny,blok,3,3.0,,,,do zamieszkania,360 zł,pełna własność,,,miejskie,
499000.0,56.6,3,wtórny,blok,7,12.0,wielka płyta,plastikowe,1976.0,do zamieszkania,500 zł,pełna własność,52.3019229,21.0461658,miejskie,47.0
578000.0,66.5,4,wtórny,szeregowiec,1,3.0,cegła,plastikowe,2018.0,do zamieszkania,500 zł,pełna własność,52.316953999999996,21.0592891,miejskie,55.0
790000.0,63.0,3,wtórny,apartamentowiec,5,6.0,cegła,plastikowe,2014.0,do zamieszkania,700 zł,pełna własność,,,miejskie,
758480.0,144.0,5,pierwotny,,,,,,,,,,52.30975855942407,21.034833938623027,,48.0
892750.0,150.0,5,pierwotny,,,,,,,,,,52.30975855942407,21.034833938623027,,48.0
755000.0,52.19,2,wtórny,apartamentowiec,1,7.0,,drewniane,2016.0,do zamieszkania,488 zł,pełna własność,52.2243071,20.9360491,miejskie,29.0
660000.0,55.4,2,wtórny,blok,1,4.0,cegła,plastikowe,2003.0,,500 zł,,,,miejskie,
2115000.0,90.0,2,wtórny,apartamentowiec,2,6.0,,drewniane,2012.0,do zamieszkania,680 zł,pełna własność,52.241240999999995,21.0269859,miejskie,22.0
1370000.0,82.5,2,wtórny,apartamentowiec,7,7.0,,drewniane,2006.0,do zamieszkania,,spółdzielcze wł. z KW,52.19797020000001,21.0394167,miejskie,32.0
605000.0,56.2,2,wtórny,blok,5,7.0,,plastikowe,2007.0,do zamieszkania,500 zł,pełna własność,,,miejskie,
875000.0,52.0,2,wtórny,kamienica,4,6.0,cegła,plastikowe,1903.0,do zamieszkania,380 zł,pełna własność,,,miejskie,
575000.0,57.0,5,wtórny,blok,10,12.0,,plastikowe,,do zamieszkania,,pełna własność,52.27631351746004,20.92399394918213,miejskie,42.0
329000.0,41.0,2,pierwotny,blok,2,7.0,,plastikowe,2021.0,do wykończenia,,pełna własność,,,miejskie,
580788.0,75.92,4,pierwotny,blok,1,5.0,,plastikowe,2020.0,do wykończenia,,pełna własność,,,miejskie,
1999000.0,101.0,4,wtórny,kamienica,parter,1.0,cegła,drewniane,1936.0,do zamieszkania,,pełna własność,52.229919,21.0556953,gazowe,24.0
497000.0,41.29,2,pierwotny,,3,5.0,,plastikowe,2020.0,do wykończenia,,,,,miejskie,
847683.0,116.44,4,wtórny,,2,4.0,,,2015.0,do wykończenia,,pełna własność,52.19901800092677,20.930461895668504,gazowe,27.0
669000.0,72.0,5,wtórny,blok,2,15.0,beton,plastikowe,1978.0,do zamieszkania,552 zł,spółdzielcze własnościowe,52.237448969078514,21.10161237579345,miejskie,36.0
880000.0,63.0,3,wtórny,blok,parter,6.0,cegła,,2014.0,,800 zł,,,,miejskie,
792000.0,59.0,3,wtórny,blok,2,6.0,cegła,,2018.0,,460 zł,,,,miejskie,
345000.0,36.0,2,wtórny,blok,4,4.0,cegła,plastikowe,1965.0,,420 zł,spółdzielcze własnościowe,,,miejskie,
950000.0,89.0,4,wtórny,blok,4,5.0,cegła,plastikowe,2007.0,,790 zł,pełna własność,,,miejskie,
1150000.0,84.74,3,wtórny,kamienica,5,6.0,cegła,plastikowe,1935.0,do wykończenia,745 zł,pełna własność,,,,
495000.0,56.0,2,wtórny,blok,4,5.0,cegła,plastikowe,2008.0,,400 zł,,,,miejskie,
1126400.0,88.0,4,wtórny,apartamentowiec,4,6.0,,,2013.0,,920 zł,pełna własność,,,miejskie,
629000.0,64.9,3,wtórny,blok,2,11.0,,plastikowe,1968.0,do remontu,650 zł,,,,miejskie,
739000.0,92.44,3,wtórny,blok,parter,4.0,cegła,plastikowe,2000.0,,800 zł,,,,miejskie,
469000.0,35.8,2,wtórny,apartamentowiec,6,11.0,,,2019.0,,320 zł,,,,miejskie,
1780000.0,102.19,3,wtórny,,1,4.0,cegła,drewniane,2018.0,do zamieszkania,1 300 zł,pełna własność,,,,
1290000.0,108.49,3,pierwotny,kamienica,8,8.0,cegła,drewniane,1951.0,do wykończenia,640 zł,pełna własność,,,,
455000.0,38.2,2,wtórny,blok,parter,8.0,,plastikowe,1964.0,do wykończenia,400 zł,pełna własność,,,,
710000.0,86.6,3,wtórny,,1,3.0,cegła,plastikowe,2004.0,do zamieszkania,900 zł,pełna własność,,,,
660000.0,57.0,2,wtórny,blok,1,7.0,cegła,,1960.0,,,pełna własność,52.22996,21.01716,miejskie,13.0
490000.0,41.0,2,wtórny,blok,1,4.0,pustak,plastikowe,2014.0,do zamieszkania,,pełna własność,52.232043,20.8846794,miejskie,55.0
360000.0,37.77,1,wtórny,kamienica,2,2.0,cegła,plastikowe,,do zamieszkania,130 zł,pełna własność,52.208573,20.915791199999997,miejskie,32.0
497250.0,37.5,2,wtórny,blok,2,10.0,,plastikowe,,do zamieszkania,394 zł,pełna własność,52.22256047890417,20.983098211975104,miejskie,15.0
403225.0,27.43,1,pierwotny,,10,10.0,,,2021.0,,,,52.16939,20.99365,,43.0
506940.0,50.42,3,pierwotny,,parter,10.0,,,2021.0,,,,52.169909999999994,20.994970000000002,,40.0
659500.0,66.93,3,pierwotny,,2,2.0,,,2020.0,,,pełna własność,52.205659999999995,20.93303,,42.0
523000.0,53.31,3,wtórny,blok,9,10.0,wielka płyta,plastikowe,1975.0,do remontu,560 zł,spółdzielcze wł. z KW,52.17583517202323,21.01692325408936,miejskie,36.0
396000.0,36.5,2,wtórny,blok,5,10.0,,plastikowe,,do zamieszkania,390 zł,pełna własność,52.2046578,20.9689525,miejskie,26.0
831063.0,113.0,5,pierwotny,blok,2,3.0,,plastikowe,2018.0,do wykończenia,,pełna własność,,,kotłownia,
528900.0,88.0,4,pierwotny,blok,parter,4.0,,plastikowe,2017.0,do wykończenia,,,,,miejskie,
506000.0,71.0,3,pierwotny,,5,5.0,,plastikowe,,do wykończenia,,,,,miejskie,
349900.0,64.0,3,pierwotny,apartamentowiec,1,1.0,pustak,drewniane,2020.0,do wykończenia,,pełna własność,,,gazowe,
377000.0,80.0,3,pierwotny,szeregowiec,2,4.0,silikat,plastikowe,2021.0,do wykończenia,,udział,,,gazowe,
369900.0,72.0,3,pierwotny,apartamentowiec,parter,1.0,pustak,drewniane,2020.0,do wykończenia,,pełna własność,,,gazowe,
650000.0,68.8,3,wtórny,blok,9,10.0,wielka płyta,,1980.0,do zamieszkania,740 zł,spółdzielcze wł. z KW,52.14735990363204,21.047421092460386,miejskie,35.0
591408.0,53.28,2,pierwotny,apartamentowiec,4,27.0,,,2021.0,,,pełna własność,,,miejskie,
598956.0,53.96,2,pierwotny,apartamentowiec,5,27.0,,,2021.0,,,pełna własność,,,miejskie,
630000.0,56.0,2,wtórny,apartamentowiec,2,2.0,,,2015.0,do zamieszkania,450 zł,pełna własność,52.17283834677485,21.11287236306875,,62.0
415000.0,49.0,2,pierwotny,dom wolnostojący,parter,3.0,pustak,plastikowe,2020.0,do wykończenia,,udział,52.299276302162895,21.05095659820557,gazowe,56.0
996000.0,83.1,3,wtórny,kamienica,parter,4.0,cegła,,1938.0,,,pełna własność,52.237742600000004,21.03077716,miejskie,21.0
516780.0,63.8,3,wtórny,blok,5,8.0,wielka płyta,plastikowe,1983.0,do zamieszkania,590 zł,spółdzielcze własnościowe,52.231609999999996,21.08525,miejskie,35.0
485000.0,55.6,3,wtórny,blok,1,4.0,wielka płyta,plastikowe,1973.0,do remontu,450 zł,spółdzielcze własnościowe,52.1827501,21.0574272,miejskie,33.0
1295000.0,175.0,6,wtórny,,parter,3.0,cegła,,1998.0,do zamieszkania,,,,,miejskie,
460000.0,49.84,2,wtórny,apartamentowiec,parter,3.0,cegła,plastikowe,2019.0,do zamieszkania,450 zł,pełna własność,52.181293478198484,21.079185999755865,miejskie,48.0
660000.0,47.0,2,wtórny,apartamentowiec,3,11.0,cegła,plastikowe,2019.0,,445 zł,pełna własność,52.194157000000004,21.034695499999998,miejskie,46.0
599000.0,49.0,2,wtórny,blok,1,4.0,cegła,,2004.0,do zamieszkania,,pełna własność,52.12978505,21.07483991,miejskie,48.0
575000.0,71.0,3,wtórny,blok,3,4.0,cegła,plastikowe,1990.0,do zamieszkania,,,,,miejskie,
540000.0,52.41,2,wtórny,apartamentowiec,8,12.0,,plastikowe,2012.0,do zamieszkania,340 zł,pełna własność,,,miejskie,
1244145.0,97.56,4,wtórny,apartamentowiec,5,5.0,cegła,drewniane,2017.0,do wykończenia,900 zł,pełna własność,52.18559754567244,20.99105683938191,miejskie,35.0
733458.0,76.86,4,pierwotny,apartamentowiec,1,6.0,,,2020.0,do wykończenia,,pełna własność,52.1845982,21.04289532,miejskie,39.0
673960.0,54.84,2,pierwotny,apartamentowiec,6,10.0,,,2022.0,do wykończenia,500 zł,pełna własność,,,miejskie,
531251.0,47.58,2,pierwotny,apartamentowiec,2,10.0,,,2022.0,do wykończenia,400 zł,pełna własność,,,miejskie,
605990.0,55.09,2,wtórny,blok,4,5.0,,plastikowe,2015.0,do zamieszkania,,,52.2766838,21.048620800000002,miejskie,39.0
599000.0,144.0,4,pierwotny,apartamentowiec,1,3.0,cegła,plastikowe,2019.0,do wykończenia,1 zł,pełna własność,52.249692914172584,21.245472552876766,gazowe,46.0
495000.0,45.4,2,wtórny,blok,1,2.0,,plastikowe,2014.0,do zamieszkania,,pełna własność,52.328990000000005,21.00768,miejskie,61.0
465000.0,48.6,3,wtórny,blok,8,10.0,wielka płyta,plastikowe,1970.0,do zamieszkania,400 zł,pełna własność,52.2909864,20.940013399999998,miejskie,38.0
735000.0,68.0,2,wtórny,blok,2,4.0,,drewniane,2007.0,do zamieszkania,650 zł,pełna własność,52.1608237,21.0780113,miejskie,46.0
411710.0,31.67,1,pierwotny,,5,27.0,,,2021.0,do wykończenia,240 zł,pełna własność,52.2272714,20.95882416,miejskie,17.0
543360.0,45.0,2,pierwotny,,5,27.0,,,2021.0,do wykończenia,300 zł,pełna własność,52.2272714,20.95882416,miejskie,17.0
2490000.0,143.0,5,wtórny,kamienica,4,4.0,cegła,drewniane,1954.0,do wykończenia,700 zł,pełna własność,52.233129999999996,21.019000000000002,miejskie,15.0
896000.0,55.97,3,wtórny,kamienica,6,6.0,cegła,drewniane,1906.0,do wykończenia,550 zł,pełna własność,52.2502007,21.0331015,miejskie,28.0
478035.0,35.41,1,pierwotny,apartamentowiec,7,8.0,cegła,,,,,,52.2208611042453,20.955606196117397,,29.0
397740.0,37.88,2,pierwotny,,parter,2.0,silikat,drewniane,2019.0,,,pełna własność,,,miejskie,
675000.0,56.3,3,wtórny,blok,5,7.0,,drewniane,1968.0,do remontu,600 zł,spółdzielcze własnościowe,52.2454696,21.006729699999998,miejskie,22.0
810000.0,78.3,3,wtórny,,3,4.0,,,2001.0,,,,,,,
1750000.0,132.5,5,wtórny,kamienica,2,3.0,,,1935.0,,,,,,elektryczne,
499999.0,39.96,2,wtórny,blok,2,3.0,,,2003.0,,,,,,miejskie,
1150000.0,116.0,6,wtórny,blok,2,2.0,,drewniane,1989.0,,1 200 zł,,,,,
875000.0,55.12,2,wtórny,blok,2,5.0,,plastikowe,1963.0,,,,,,,
485000.0,48.45,3,wtórny,blok,4,4.0,cegła,plastikowe,1968.0,do zamieszkania,355 zł,pełna własność,,,miejskie,
899000.0,61.5,2,wtórny,kamienica,3,6.0,cegła,drewniane,,do zamieszkania,600 zł,pełna własność,52.2296756,21.012228699999998,miejskie,8.0
360000.0,31.0,1,wtórny,blok,9,10.0,wielka płyta,plastikowe,1979.0,do zamieszkania,,spółdzielcze wł. z KW,,,miejskie,
1196000.0,92.0,4,wtórny,blok,8,8.0,cegła,plastikowe,2012.0,do zamieszkania,700 zł,pełna własność,52.244768799999996,20.9621816,miejskie,30.0
419999.0,41.5,2,wtórny,blok,3,4.0,,plastikowe,1956.0,do zamieszkania,500 zł,spółdzielcze wł. z KW,52.18398056080025,20.974789083605963,miejskie,30.0
299000.0,15.0,1,wtórny,kamienica,parter,3.0,cegła,plastikowe,,do zamieszkania,,pełna własność,52.24350002905675,20.99730518308105,miejskie,19.0
559000.0,43.4,2,wtórny,apartamentowiec,6,12.0,cegła,,2012.0,do zamieszkania,590 zł,pełna własność,52.20881,20.9652,miejskie,28.0
320000.0,24.0,1,wtórny,blok,4,10.0,wielka płyta,plastikowe,1971.0,do zamieszkania,250 zł,spółdzielcze własnościowe,52.266510939054534,20.962266647633907,miejskie,30.0
1599000.0,136.0,3,wtórny,kamienica,4,4.0,cegła,drewniane,1956.0,do zamieszkania,1 000 zł,pełna własność,52.2056604,21.0376758,miejskie,27.0
845000.0,63.0,2,wtórny,blok,6,7.0,,plastikowe,1997.0,,500 zł,pełna własność,52.2296756,21.012228699999998,miejskie,8.0
644638.0,72.46,3,pierwotny,apartamentowiec,parter,5.0,,,2020.0,do wykończenia,,pełna własność,52.19611927,21.01485372,miejskie,23.0
587000.0,45.0,2,wtórny,blok,,5.0,,plastikowe,2019.0,do zamieszkania,370 zł,pełna własność,52.1635812,20.9922671,miejskie,40.0
599000.0,48.73,2,wtórny,blok,1,6.0,,plastikowe,2018.0,do zamieszkania,507 zł,pełna własność,,,miejskie,
779000.0,83.2,3,wtórny,blok,3,5.0,pustak,plastikowe,2012.0,do zamieszkania,614 zł,pełna własność,52.2067404,20.8947776,miejskie,43.0
